{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:07.441012', 'pitch': 161.24, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 0.0, 'cur0': 0.0, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.23, 'thr3': 37.0, 'depth': 0.119, 'time': 1.39, 'thr2': 32.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:07.761026', 'pitch': 161.24, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 0.0, 'cur0': 0.0, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.17, 'thr3': 37.0, 'depth': 0.109, 'time': 1.71, 'thr2': 33.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:08.084074', 'pitch': 161.24, 'rot1': 2, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 1.27, 'cur0': 2.98, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.18, 'thr3': 56.0, 'depth': 0.109, 'time': 2.03, 'thr2': 36.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:08.400919', 'pitch': 161.24, 'rot1': 49, 'rot0': 52, 'rot3': 1, 'rot2': 9, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 3.06, 'cur0': 3.08, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.18, 'thr3': 45.0, 'depth': 0.109, 'time': 2.36, 'thr2': 35.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:08.722060', 'pitch': 161.24, 'rot1': 66, 'rot0': 73, 'rot3': 1, 'rot2': 9, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 2.82, 'cur0': 2.97, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.18, 'thr3': 39.0, 'depth': 0.109, 'time': 2.68, 'thr2': 33.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:09.047356', 'pitch': 161.24, 'rot1': 81, 'rot0': 93, 'rot3': 1, 'rot2': 9, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 2.99, 'cur0': 2.93, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.18, 'thr3': 38.0, 'depth': 0.109, 'time': 3.0, 'thr2': 33.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:09.366735', 'pitch': 161.24, 'rot1': 99, 'rot0': 114, 'rot3': 1, 'rot2': 9, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 2.93, 'cur0': 2.98, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.19, 'thr3': 37.0, 'depth': 0.109, 'time': 3.32, 'thr2': 32.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:09.688503', 'pitch': 161.24, 'rot1': 117, 'rot0': 136, 'rot3': 2, 'rot2': 10, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 2.84, 'cur0': 2.93, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.19, 'thr3': 37.0, 'depth': 0.109, 'time': 3.64, 'thr2': 32.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 10:03:10.013880', 'pitch': 161.24, 'rot1': 132, 'rot0': 159, 'rot3': 2, 'rot2': 10, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -82.32, 'cur2': 2.88, 'cur0': 2.98, 'cur1': 0.0, 'mgs': 0, 'compass': -157.98, 'lipoC2': 0.0, 'temp': 25.19, 'thr3': 37.0, 'depth': 0.109, 'time': 3.96, 'thr2': 32.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
