{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.6, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': 0.01, 'datetime': '2018-12-18 17:41:42.734104', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.12, 'flw0': 0.2, 'time': 1.26, 'compass': 99.79, 'pitch': -0.96, 'roll': 1.55}
{'lipoC2': 0.13, 'temp': 0.0, 'lipoC3S3': 12.37, 'state': 'normal', 'rot1': 35, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.208, 'yaw': 77.93, 'datetime': '2018-12-18 17:41:56.295568', 'mgs': 0, 'flw2': 0.01, 'flw1': 0.0, 'flw0': 3.28, 'time': 14.8, 'compass': 177.7, 'pitch': -0.66, 'roll': 1.6}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 37, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': 80.05, 'datetime': '2018-12-18 17:41:56.503995', 'mgs': 0, 'flw2': 0.1, 'flw1': 0.0, 'flw0': 0.28, 'time': 15.01, 'compass': 179.83, 'pitch': 1.1, 'roll': 0.98}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.52, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': 80.91, 'datetime': '2018-12-18 17:41:56.714341', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.18, 'flw0': 0.21, 'time': 15.22, 'compass': -179.31, 'pitch': 1.24, 'roll': 1.01}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.19, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.309, 'yaw': 82.01, 'datetime': '2018-12-18 17:41:56.922693', 'mgs': 0, 'flw2': 0.15, 'flw1': 0.0, 'flw0': 0.0, 'time': 15.42, 'compass': -178.22, 'pitch': -0.61, 'roll': 1.57}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.45, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.514, 'yaw': 83.25, 'datetime': '2018-12-18 17:41:57.132541', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.01, 'time': 15.63, 'compass': -176.98, 'pitch': -1.61, 'roll': 2.02}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.775, 'yaw': 84.61, 'datetime': '2018-12-18 17:41:57.340458', 'mgs': 0, 'flw2': 0.07, 'flw1': 0.0, 'flw0': 0.11, 'time': 15.84, 'compass': -175.62, 'pitch': -0.92, 'roll': 2.06}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.38, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.743, 'yaw': 85.96, 'datetime': '2018-12-18 17:41:57.549625', 'mgs': 0, 'flw2': 0.05, 'flw1': 0.0, 'flw0': 0.12, 'time': 16.05, 'compass': -174.26, 'pitch': -0.31, 'roll': 1.82}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.23, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.47, 'yaw': 87.44, 'datetime': '2018-12-18 17:41:57.757488', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.0, 'flw0': 0.12, 'time': 16.26, 'compass': -172.78, 'pitch': -0.76, 'roll': 1.5}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.35, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': 88.95, 'datetime': '2018-12-18 17:41:57.967836', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.0, 'time': 16.47, 'compass': -171.28, 'pitch': -1.4, 'roll': 1.19}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 90.48, 'datetime': '2018-12-18 17:41:58.180466', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.03, 'flw0': 0.0, 'time': 16.67, 'compass': -169.74, 'pitch': -1.35, 'roll': 1.05}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.41, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.819, 'yaw': 92.01, 'datetime': '2018-12-18 17:41:58.391028', 'mgs': 0, 'flw2': 0.07, 'flw1': 0.0, 'flw0': 0.1, 'time': 16.89, 'compass': -168.22, 'pitch': -0.95, 'roll': 1.08}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.45, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.666, 'yaw': 93.47, 'datetime': '2018-12-18 17:41:58.598499', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.44, 'flw0': 0.01, 'time': 17.09, 'compass': -166.75, 'pitch': -0.86, 'roll': 1.19}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.819, 'yaw': 94.98, 'datetime': '2018-12-18 17:41:58.805466', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.0, 'flw0': 0.0, 'time': 17.3, 'compass': -165.25, 'pitch': -1.15, 'roll': 1.4}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.54, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 96.48, 'datetime': '2018-12-18 17:41:59.012167', 'mgs': 0, 'flw2': 0.17, 'flw1': 0.0, 'flw0': 0.0, 'time': 17.51, 'compass': -163.74, 'pitch': -1.44, 'roll': 1.48}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.41, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.546, 'yaw': 97.9, 'datetime': '2018-12-18 17:41:59.221168', 'mgs': 0, 'flw2': 0.06, 'flw1': 0.44, 'flw0': 0.0, 'time': 17.72, 'compass': -162.33, 'pitch': -1.47, 'roll': 1.52}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.25, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.233, 'yaw': 99.36, 'datetime': '2018-12-18 17:41:59.430792', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.2, 'time': 17.93, 'compass': -160.86, 'pitch': -1.43, 'roll': 1.47}
{'lipoC2': 0.11, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.623, 'yaw': 100.82, 'datetime': '2018-12-18 17:41:59.639122', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.18, 'time': 18.14, 'compass': -159.4, 'pitch': -1.4, 'roll': 1.29}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.54, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 102.26, 'datetime': '2018-12-18 17:41:59.848715', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.38, 'flw0': 0.05, 'time': 18.34, 'compass': -157.96, 'pitch': -1.37, 'roll': 1.19}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.47, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -0.903, 'yaw': 103.67, 'datetime': '2018-12-18 17:42:00.056781', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.01, 'time': 18.55, 'compass': -156.56, 'pitch': -1.34, 'roll': 1.23}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.47, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': 104.94, 'datetime': '2018-12-18 17:42:00.265957', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.23, 'flw0': 0.13, 'time': 18.76, 'compass': -155.28, 'pitch': -1.31, 'roll': 1.27}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.233, 'yaw': 106.27, 'datetime': '2018-12-18 17:42:00.474932', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.23, 'flw0': 0.17, 'time': 18.97, 'compass': -153.96, 'pitch': -1.28, 'roll': 1.31}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.38, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.089, 'yaw': 107.52, 'datetime': '2018-12-18 17:42:00.684860', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.17, 'time': 19.18, 'compass': -152.7, 'pitch': -1.26, 'roll': 1.34}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.317, 'yaw': 108.73, 'datetime': '2018-12-18 17:42:00.897427', 'mgs': 0, 'flw2': 0.02, 'flw1': 0.0, 'flw0': 0.13, 'time': 19.39, 'compass': -151.5, 'pitch': -1.23, 'roll': 1.37}
{'lipoC2': 0.1, 'temp': 0.0, 'lipoC3S3': 12.17, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.08, 'yaw': 109.9, 'datetime': '2018-12-18 17:42:01.103136', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.21, 'time': 19.6, 'compass': -150.32, 'pitch': -1.18, 'roll': 1.3}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.25, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.385, 'yaw': 110.94, 'datetime': '2018-12-18 17:42:01.312067', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.23, 'flw0': 0.13, 'time': 19.81, 'compass': -149.29, 'pitch': -1.01, 'roll': 1.23}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.437, 'yaw': 112.01, 'datetime': '2018-12-18 17:42:01.520681', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.05, 'time': 20.01, 'compass': -148.21, 'pitch': -0.99, 'roll': 1.25}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.47, 'yaw': 113.07, 'datetime': '2018-12-18 17:42:01.729316', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.15, 'flw0': 0.17, 'time': 20.22, 'compass': -147.16, 'pitch': -1.19, 'roll': 1.27}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.623, 'yaw': 114.04, 'datetime': '2018-12-18 17:42:01.938134', 'mgs': 0, 'flw2': 0.13, 'flw1': 0.26, 'flw0': 0.13, 'time': 20.43, 'compass': -146.18, 'pitch': -1.27, 'roll': 1.29}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.56, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 115.04, 'datetime': '2018-12-18 17:42:02.147806', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.26, 'flw0': 0.13, 'time': 20.64, 'compass': -145.18, 'pitch': -1.08, 'roll': 1.31}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.38, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.514, 'yaw': 116.01, 'datetime': '2018-12-18 17:42:02.359812', 'mgs': 0, 'flw2': 0.01, 'flw1': 0.41, 'flw0': 0.0, 'time': 20.85, 'compass': -144.22, 'pitch': -0.96, 'roll': 1.33}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.317, 'yaw': 116.95, 'datetime': '2018-12-18 17:42:02.566039', 'mgs': 0, 'flw2': 0.02, 'flw1': 0.0, 'flw0': 0.13, 'time': 21.06, 'compass': -143.28, 'pitch': -1.15, 'roll': 1.34}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.23, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -0.522, 'yaw': 117.85, 'datetime': '2018-12-18 17:42:02.777528', 'mgs': 0, 'flw2': 0.17, 'flw1': 0.12, 'flw0': 0.0, 'time': 21.27, 'compass': -142.38, 'pitch': -1.35, 'roll': 1.36}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.775, 'yaw': 118.7, 'datetime': '2018-12-18 17:42:02.983106', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.2, 'time': 21.48, 'compass': -141.52, 'pitch': -1.26, 'roll': 1.38}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.19, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.47, 'yaw': 119.58, 'datetime': '2018-12-18 17:42:03.193966', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.2, 'time': 21.68, 'compass': -140.64, 'pitch': -1.04, 'roll': 1.4}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -0.14, 'yaw': 120.45, 'datetime': '2018-12-18 17:42:03.401711', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.16, 'time': 21.89, 'compass': -139.78, 'pitch': -1.02, 'roll': 1.42}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': 121.28, 'datetime': '2018-12-18 17:42:03.612899', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.06, 'flw0': 0.18, 'time': 22.1, 'compass': -138.94, 'pitch': -1.14, 'roll': 1.43}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.775, 'yaw': 122.1, 'datetime': '2018-12-18 17:42:03.821779', 'mgs': 0, 'flw2': 0.16, 'flw1': 0.0, 'flw0': 0.02, 'time': 22.31, 'compass': -138.12, 'pitch': -1.2, 'roll': 1.45}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': 122.87, 'datetime': '2018-12-18 17:42:04.029813', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.38, 'flw0': 0.0, 'time': 22.52, 'compass': -137.36, 'pitch': -1.18, 'roll': 1.47}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.3, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -0.293, 'yaw': 123.61, 'datetime': '2018-12-18 17:42:04.238297', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.47, 'flw0': 0.0, 'time': 22.73, 'compass': -136.61, 'pitch': -1.17, 'roll': 1.48}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -0.217, 'yaw': 124.32, 'datetime': '2018-12-18 17:42:04.445445', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.35, 'flw0': 0.0, 'time': 22.93, 'compass': -135.9, 'pitch': -1.14, 'roll': 1.5}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 38, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 124.95, 'datetime': '2018-12-18 17:42:04.654009', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.12, 'flw0': 0.17, 'time': 23.14, 'compass': -135.27, 'pitch': -1.13, 'roll': 1.51}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 39, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 125.21, 'datetime': '2018-12-18 17:42:04.864710', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 3.0, 'time': 23.35, 'compass': -135.01, 'pitch': -0.84, 'roll': 1.35}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.5, 'state': 'normal', 'rot1': 42, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.59, 'yaw': 122.47, 'datetime': '2018-12-18 17:42:05.072716', 'mgs': 0, 'flw2': 0.09, 'flw1': 0.0, 'flw0': 2.93, 'time': 23.56, 'compass': -137.75, 'pitch': 0.75, 'roll': 0.65}
{'lipoC2': 0.1, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 44, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.08, 'yaw': 116.83, 'datetime': '2018-12-18 17:42:05.282585', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 2.73, 'time': 23.77, 'compass': -143.39, 'pitch': 1.76, 'roll': 0.04}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.48, 'state': 'normal', 'rot1': 46, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.285, 'yaw': 109.19, 'datetime': '2018-12-18 17:42:05.490341', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.18, 'flw0': 3.14, 'time': 23.98, 'compass': -151.04, 'pitch': 1.32, 'roll': -0.14}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.22, 'state': 'normal', 'rot1': 48, 'rot0': 52, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': 101.17, 'datetime': '2018-12-18 17:42:05.699691', 'mgs': 0, 'flw2': 2.4, 'flw1': 0.29, 'flw0': 3.02, 'time': 24.19, 'compass': -159.06, 'pitch': 0.87, 'roll': -0.0}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 51, 'rot0': 54, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 94.77, 'datetime': '2018-12-18 17:42:05.907496', 'mgs': 0, 'flw2': 2.81, 'flw1': 0.0, 'flw0': 3.09, 'time': 24.4, 'compass': -165.45, 'pitch': 2.23, 'roll': 0.48}
{'lipoC2': 0.13, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 53, 'rot0': 56, 'rot3': 0, 'rot2': 0, 'depth': 1.08, 'yaw': 90.15, 'datetime': '2018-12-18 17:42:06.117000', 'mgs': 0, 'flw2': 2.99, 'flw1': 0.0, 'flw0': 2.56, 'time': 24.6, 'compass': -170.08, 'pitch': 3.6, 'roll': 0.91}
{'lipoC2': 0.11, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 56, 'rot0': 59, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': 86.55, 'datetime': '2018-12-18 17:42:06.327160', 'mgs': 0, 'flw2': 2.81, 'flw1': 0.0, 'flw0': 3.03, 'time': 24.81, 'compass': -173.67, 'pitch': 3.81, 'roll': 1.02}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 58, 'rot0': 61, 'rot3': 0, 'rot2': 0, 'depth': -0.217, 'yaw': 83.67, 'datetime': '2018-12-18 17:42:06.536291', 'mgs': 0, 'flw2': 2.77, 'flw1': 0.0, 'flw0': 3.13, 'time': 25.02, 'compass': -176.56, 'pitch': 3.32, 'roll': 0.73}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 60, 'rot0': 63, 'rot3': 0, 'rot2': 0, 'depth': 0.165, 'yaw': 81.44, 'datetime': '2018-12-18 17:42:06.745405', 'mgs': 0, 'flw2': 2.88, 'flw1': 0.0, 'flw0': 2.95, 'time': 25.23, 'compass': -178.78, 'pitch': 2.96, 'roll': 0.37}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.51, 'state': 'normal', 'rot1': 62, 'rot0': 66, 'rot3': 0, 'rot2': 0, 'depth': 0.699, 'yaw': 79.37, 'datetime': '2018-12-18 17:42:06.962755', 'mgs': 0, 'flw2': 2.91, 'flw1': 0.0, 'flw0': 2.97, 'time': 25.44, 'compass': 179.15, 'pitch': 3.01, 'roll': 0.01}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.54, 'state': 'normal', 'rot1': 65, 'rot0': 68, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 77.49, 'datetime': '2018-12-18 17:42:07.166574', 'mgs': 0, 'flw2': 2.6, 'flw1': 0.26, 'flw0': 3.16, 'time': 25.65, 'compass': 177.26, 'pitch': 3.28, 'roll': -0.06}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.56, 'state': 'normal', 'rot1': 67, 'rot0': 71, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 75.8, 'datetime': '2018-12-18 17:42:07.378137', 'mgs': 0, 'flw2': 2.7, 'flw1': 0.0, 'flw0': 3.08, 'time': 25.86, 'compass': 175.57, 'pitch': 3.33, 'roll': 0.13}
{'lipoC2': 0.03, 'temp': 0.0, 'lipoC3S3': 12.22, 'state': 'normal', 'rot1': 70, 'rot0': 74, 'rot3': 0, 'rot2': 0, 'depth': 1.462, 'yaw': 74.25, 'datetime': '2018-12-18 17:42:07.588848', 'mgs': 0, 'flw2': 3.02, 'flw1': 0.32, 'flw0': 2.97, 'time': 26.07, 'compass': 174.03, 'pitch': 3.03, 'roll': 0.58}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.52, 'state': 'normal', 'rot1': 72, 'rot0': 76, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': 72.93, 'datetime': '2018-12-18 17:42:07.795155', 'mgs': 0, 'flw2': 2.99, 'flw1': 0.0, 'flw0': 2.82, 'time': 26.27, 'compass': 172.71, 'pitch': 2.75, 'roll': 0.99}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.52, 'state': 'normal', 'rot1': 75, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': 1.996, 'yaw': 71.56, 'datetime': '2018-12-18 17:42:08.003322', 'mgs': 0, 'flw2': 3.02, 'flw1': 0.0, 'flw0': 2.73, 'time': 26.48, 'compass': 171.33, 'pitch': 2.67, 'roll': 1.39}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.6, 'state': 'normal', 'rot1': 78, 'rot0': 81, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': 70.23, 'datetime': '2018-12-18 17:42:08.216001', 'mgs': 0, 'flw2': 2.54, 'flw1': 0.12, 'flw0': 3.11, 'time': 26.69, 'compass': 170.01, 'pitch': 2.72, 'roll': 1.54}
{'lipoC2': 0.03, 'temp': 0.0, 'lipoC3S3': 12.51, 'state': 'normal', 'rot1': 80, 'rot0': 83, 'rot3': 0, 'rot2': 0, 'depth': 1.462, 'yaw': 69.16, 'datetime': '2018-12-18 17:42:08.427311', 'mgs': 0, 'flw2': 2.45, 'flw1': 0.21, 'flw0': 3.17, 'time': 26.9, 'compass': 168.93, 'pitch': 2.7, 'roll': 1.42}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.41, 'state': 'normal', 'rot1': 84, 'rot0': 87, 'rot3': 0, 'rot2': 0, 'depth': -1.743, 'yaw': 67.41, 'datetime': '2018-12-18 17:42:08.734244', 'mgs': 0, 'flw2': 2.73, 'flw1': 0.41, 'flw0': 2.89, 'time': 27.21, 'compass': 167.19, 'pitch': 2.67, 'roll': 1.07}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 86, 'rot0': 89, 'rot3': 0, 'rot2': 0, 'depth': -1.361, 'yaw': 66.41, 'datetime': '2018-12-18 17:42:08.943054', 'mgs': 0, 'flw2': 3.03, 'flw1': 0.0, 'flw0': 3.0, 'time': 27.42, 'compass': 166.18, 'pitch': 2.89, 'roll': 1.13}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.21, 'state': 'normal', 'rot1': 88, 'rot0': 92, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 65.46, 'datetime': '2018-12-18 17:42:09.148244', 'mgs': 0, 'flw2': 3.03, 'flw1': 0.0, 'flw0': 2.65, 'time': 27.63, 'compass': 165.24, 'pitch': 3.39, 'roll': 1.19}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.48, 'state': 'normal', 'rot1': 91, 'rot0': 94, 'rot3': 0, 'rot2': 0, 'depth': 1.462, 'yaw': 64.19, 'datetime': '2018-12-18 17:42:09.357651', 'mgs': 0, 'flw2': 2.53, 'flw1': 0.35, 'flw0': 3.11, 'time': 27.84, 'compass': 163.97, 'pitch': 3.71, 'roll': 1.05}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.45, 'state': 'normal', 'rot1': 93, 'rot0': 97, 'rot3': 0, 'rot2': 0, 'depth': -1.437, 'yaw': 62.93, 'datetime': '2018-12-18 17:42:09.565603', 'mgs': 0, 'flw2': 2.72, 'flw1': 0.32, 'flw0': 2.94, 'time': 28.05, 'compass': 162.7, 'pitch': 3.69, 'roll': 0.79}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.21, 'state': 'normal', 'rot1': 96, 'rot0': 99, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': 61.71, 'datetime': '2018-12-18 17:42:09.774408', 'mgs': 0, 'flw2': 2.77, 'flw1': 0.0, 'flw0': 3.05, 'time': 28.26, 'compass': 161.48, 'pitch': 3.69, 'roll': 0.79}
