{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:52.606230', 'pitch': 0.53, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.95, 'cur2': 0.0, 'cur0': 0.0, 'cur1': 0.0, 'mgs': 0, 'compass': -2.76, 'lipoC2': 0.0, 'temp': 24.93, 'thr3': 38.0, 'depth': 0.089, 'time': 1.55, 'thr2': 33.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:52.925003', 'pitch': 0.53, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.95, 'cur2': 0.0, 'cur0': 0.0, 'cur1': 0.0, 'mgs': 0, 'compass': -2.76, 'lipoC2': 0.0, 'temp': 24.93, 'thr3': 37.0, 'depth': 0.099, 'time': 1.87, 'thr2': 33.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:53.241487', 'pitch': 0.52, 'rot1': 24, 'rot0': 18, 'rot3': 0, 'rot2': 14, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.96, 'cur2': 4.28, 'cur0': 4.08, 'cur1': 0.0, 'mgs': 0, 'compass': -2.76, 'lipoC2': 0.0, 'temp': 24.93, 'thr3': 57.0, 'depth': 0.099, 'time': 2.19, 'thr2': 40.0, 'yaw': 0.0, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:53.564127', 'pitch': 0.53, 'rot1': 40, 'rot0': 37, 'rot3': 0, 'rot2': 14, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.92, 'cur2': 2.8, 'cur0': 3.03, 'cur1': 0.0, 'mgs': 0, 'compass': -2.75, 'lipoC2': 0.0, 'temp': 24.94, 'thr3': 41.0, 'depth': 0.099, 'time': 2.52, 'thr2': 34.0, 'yaw': 0.01, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:53.892250', 'pitch': 0.53, 'rot1': 56, 'rot0': 54, 'rot3': 0, 'rot2': 14, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.92, 'cur2': 2.7, 'cur0': 2.97, 'cur1': 0.0, 'mgs': 0, 'compass': -2.75, 'lipoC2': 0.0, 'temp': 24.94, 'thr3': 38.0, 'depth': 0.089, 'time': 2.84, 'thr2': 33.0, 'yaw': 0.01, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:54.213763', 'pitch': 0.53, 'rot1': 75, 'rot0': 75, 'rot3': 0, 'rot2': 14, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.9, 'cur2': 2.78, 'cur0': 2.94, 'cur1': 0.0, 'mgs': 0, 'compass': -2.75, 'lipoC2': 0.0, 'temp': 24.94, 'thr3': 38.0, 'depth': 0.089, 'time': 3.16, 'thr2': 33.0, 'yaw': 0.01, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:54.538558', 'pitch': 0.53, 'rot1': 93, 'rot0': 94, 'rot3': 0, 'rot2': 14, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.89, 'cur2': 2.77, 'cur0': 3.1, 'cur1': 0.0, 'mgs': 0, 'compass': -2.75, 'lipoC2': 0.0, 'temp': 24.94, 'thr3': 37.0, 'depth': 0.089, 'time': 3.48, 'thr2': 33.0, 'yaw': 0.01, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:54.860361', 'pitch': 0.52, 'rot1': 109, 'rot0': 115, 'rot3': 0, 'rot2': 15, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.87, 'cur2': 2.91, 'cur0': 2.91, 'cur1': 0.0, 'mgs': 0, 'compass': -2.73, 'lipoC2': 0.0, 'temp': 24.94, 'thr3': 37.0, 'depth': 0.099, 'time': 3.8, 'thr2': 33.0, 'yaw': 0.03, 'thr0': 27.0, 'thr1': 27.0}
{'lipoC3S3': 0.0, 'datetime': '2019-03-04 09:50:55.182747', 'pitch': 0.52, 'rot1': 126, 'rot0': 135, 'rot3': 0, 'rot2': 15, 'state': 'normal', 'flw3': 0, 'flw2': 0, 'flw1': 0, 'flw0': 0, 'roll': -0.86, 'cur2': 2.81, 'cur0': 2.99, 'cur1': 0.0, 'mgs': 0, 'compass': -2.73, 'lipoC2': 0.0, 'temp': 24.94, 'thr3': 37.0, 'depth': 0.089, 'time': 4.12, 'thr2': 33.0, 'yaw': 0.03, 'thr0': 27.0, 'thr1': 27.0}
