{'lipoC2': 7.83, 'temp': 0.0, 'lipoC3S3': 12.26, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 0.0, 'datetime': '2018-12-12 11:23:38.992634', 'mgs': 0, 'flw2': 0.31, 'flw1': 0.23, 'flw0': 0.1, 'time': 1.26, 'compass': 41.44, 'pitch': -1.71, 'roll': 1.75}
{'lipoC2': 7.87, 'temp': 0.0, 'lipoC3S3': 11.88, 'state': 'normal', 'rot1': 15, 'rot0': 6, 'rot3': 12, 'rot2': 14, 'depth': 0.394, 'yaw': 45.35, 'datetime': '2018-12-12 11:23:43.796934', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.14, 'flw0': 0.0, 'time': 6.04, 'compass': 86.79, 'pitch': 8.57, 'roll': 2.53}
{'lipoC2': 7.8, 'temp': 0.0, 'lipoC3S3': 11.92, 'state': 'normal', 'rot1': 15, 'rot0': 6, 'rot3': 12, 'rot2': 15, 'depth': 0.317, 'yaw': 36.88, 'datetime': '2018-12-12 11:23:44.006775', 'mgs': 0, 'flw2': 0.12, 'flw1': 0.88, 'flw0': 0.2, 'time': 6.25, 'compass': 78.32, 'pitch': 7.12, 'roll': 3.53}
{'lipoC2': 7.8, 'temp': 0.0, 'lipoC3S3': 12.16, 'state': 'normal', 'rot1': 15, 'rot0': 7, 'rot3': 13, 'rot2': 15, 'depth': 0.089, 'yaw': 30.14, 'datetime': '2018-12-12 11:23:44.215642', 'mgs': 0, 'flw2': 2.72, 'flw1': 0.5, 'flw0': 0.17, 'time': 6.46, 'compass': 71.58, 'pitch': 5.45, 'roll': 4.47}
{'lipoC2': 8.08, 'temp': 0.0, 'lipoC3S3': 11.83, 'state': 'normal', 'rot1': 16, 'rot0': 9, 'rot3': 13, 'rot2': 16, 'depth': -0.598, 'yaw': 25.9, 'datetime': '2018-12-12 11:23:44.427147', 'mgs': 0, 'flw2': 2.87, 'flw1': 0.7, 'flw0': 2.23, 'time': 6.67, 'compass': 67.34, 'pitch': 5.45, 'roll': 4.89}
{'lipoC2': 8.08, 'temp': 0.0, 'lipoC3S3': 11.77, 'state': 'normal', 'rot1': 19, 'rot0': 12, 'rot3': 14, 'rot2': 16, 'depth': 2.988, 'yaw': 23.53, 'datetime': '2018-12-12 11:23:44.637153', 'mgs': 0, 'flw2': 7.45, 'flw1': 0.64, 'flw0': 3.26, 'time': 6.88, 'compass': 64.97, 'pitch': 6.97, 'roll': 4.54}
{'lipoC2': 7.8, 'temp': 0.0, 'lipoC3S3': 12.06, 'state': 'normal', 'rot1': 22, 'rot0': 15, 'rot3': 14, 'rot2': 17, 'depth': 0.241, 'yaw': 22.95, 'datetime': '2018-12-12 11:23:44.844193', 'mgs': 0, 'flw2': 7.53, 'flw1': 1.0, 'flw0': 4.86, 'time': 7.09, 'compass': 64.39, 'pitch': 9.2, 'roll': 4.06}
{'lipoC2': 8.07, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 26, 'rot0': 19, 'rot3': 14, 'rot2': 17, 'depth': -0.522, 'yaw': 23.37, 'datetime': '2018-12-12 11:23:45.056102', 'mgs': 0, 'flw2': 4.52, 'flw1': 0.85, 'flw0': 5.21, 'time': 7.3, 'compass': 64.81, 'pitch': 11.6, 'roll': 3.53}
{'lipoC2': 7.8, 'temp': 0.0, 'lipoC3S3': 12.16, 'state': 'normal', 'rot1': 31, 'rot0': 21, 'rot3': 15, 'rot2': 18, 'depth': 3.674, 'yaw': 22.38, 'datetime': '2018-12-12 11:23:45.264855', 'mgs': 0, 'flw2': 3.17, 'flw1': 0.73, 'flw0': 6.49, 'time': 7.51, 'compass': 63.82, 'pitch': 13.22, 'roll': 2.61}
{'lipoC2': 7.82, 'temp': 0.0, 'lipoC3S3': 11.8, 'state': 'normal', 'rot1': 35, 'rot0': 24, 'rot3': 16, 'rot2': 18, 'depth': 1.004, 'yaw': 19.07, 'datetime': '2018-12-12 11:23:45.473938', 'mgs': 0, 'flw2': 3.11, 'flw1': 1.76, 'flw0': 6.65, 'time': 7.72, 'compass': 60.51, 'pitch': 13.89, 'roll': 1.89}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.02, 'state': 'normal', 'rot1': 39, 'rot0': 27, 'rot3': 16, 'rot2': 19, 'depth': 3.674, 'yaw': 14.65, 'datetime': '2018-12-12 11:23:45.685804', 'mgs': 0, 'flw2': 3.31, 'flw1': 0.91, 'flw0': 6.47, 'time': 7.93, 'compass': 56.09, 'pitch': 13.28, 'roll': 1.6}
{'lipoC2': 7.8, 'temp': 0.0, 'lipoC3S3': 11.8, 'state': 'normal', 'rot1': 43, 'rot0': 29, 'rot3': 17, 'rot2': 19, 'depth': 3.751, 'yaw': 9.97, 'datetime': '2018-12-12 11:23:45.897570', 'mgs': 0, 'flw2': 3.45, 'flw1': 0.73, 'flw0': 6.56, 'time': 8.14, 'compass': 51.41, 'pitch': 11.74, 'roll': 1.31}
{'lipoC2': 7.76, 'temp': 0.0, 'lipoC3S3': 11.83, 'state': 'normal', 'rot1': 47, 'rot0': 32, 'rot3': 17, 'rot2': 20, 'depth': 0.699, 'yaw': 5.27, 'datetime': '2018-12-12 11:23:46.109868', 'mgs': 0, 'flw2': 2.94, 'flw1': 1.79, 'flw0': 6.74, 'time': 8.35, 'compass': 46.71, 'pitch': 10.43, 'roll': 0.91}
{'lipoC2': 8.01, 'temp': 0.0, 'lipoC3S3': 11.72, 'state': 'normal', 'rot1': 52, 'rot0': 36, 'rot3': 18, 'rot2': 21, 'depth': 1.843, 'yaw': -1.71, 'datetime': '2018-12-12 11:23:46.412726', 'mgs': 0, 'flw2': 2.55, 'flw1': 0.44, 'flw0': 0.0, 'time': 8.66, 'compass': 39.73, 'pitch': 8.35, 'roll': 0.08}
{'lipoC2': 7.88, 'temp': 0.0, 'lipoC3S3': 11.76, 'state': 'normal', 'rot1': 52, 'rot0': 39, 'rot3': 18, 'rot2': 21, 'depth': 0.47, 'yaw': -2.26, 'datetime': '2018-12-12 11:23:46.621793', 'mgs': 0, 'flw2': 2.01, 'flw1': 0.5, 'flw0': 0.34, 'time': 8.88, 'compass': 39.18, 'pitch': 5.95, 'roll': 0.19}
{'lipoC2': 7.82, 'temp': 0.0, 'lipoC3S3': 11.85, 'state': 'normal', 'rot1': 52, 'rot0': 41, 'rot3': 19, 'rot2': 22, 'depth': 0.928, 'yaw': -1.1, 'datetime': '2018-12-12 11:23:46.833982', 'mgs': 0, 'flw2': 1.88, 'flw1': 1.9, 'flw0': 0.0, 'time': 9.09, 'compass': 40.34, 'pitch': 4.2, 'roll': 0.57}
{'lipoC2': 7.82, 'temp': 0.0, 'lipoC3S3': 12.23, 'state': 'normal', 'rot1': 52, 'rot0': 43, 'rot3': 19, 'rot2': 22, 'depth': 2.911, 'yaw': 1.14, 'datetime': '2018-12-12 11:23:47.057669', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.53, 'flw0': 0.18, 'time': 9.29, 'compass': 42.58, 'pitch': 3.03, 'roll': 0.83}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.09, 'state': 'normal', 'rot1': 52, 'rot0': 43, 'rot3': 20, 'rot2': 23, 'depth': 3.14, 'yaw': 3.05, 'datetime': '2018-12-12 11:23:47.260515', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.73, 'flw0': 0.0, 'time': 9.5, 'compass': 44.49, 'pitch': 1.45, 'roll': 1.2}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 11.88, 'state': 'normal', 'rot1': 52, 'rot0': 43, 'rot3': 20, 'rot2': 23, 'depth': 0.394, 'yaw': 4.23, 'datetime': '2018-12-12 11:23:47.474212', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.5, 'flw0': 2.48, 'time': 9.71, 'compass': 45.68, 'pitch': -0.95, 'roll': 1.84}
{'lipoC2': 7.82, 'temp': 0.0, 'lipoC3S3': 12.27, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 21, 'rot2': 24, 'depth': 2.759, 'yaw': 4.32, 'datetime': '2018-12-12 11:23:47.685493', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.56, 'flw0': 0.0, 'time': 9.92, 'compass': 45.76, 'pitch': -3.13, 'roll': 2.51}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.12, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 21, 'rot2': 24, 'depth': 0.012, 'yaw': 4.26, 'datetime': '2018-12-12 11:23:47.891923', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.79, 'flw0': 0.0, 'time': 10.13, 'compass': 45.7, 'pitch': -4.44, 'roll': 3.24}
{'lipoC2': 7.78, 'temp': 0.0, 'lipoC3S3': 12.06, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 22, 'rot2': 25, 'depth': 0.546, 'yaw': 4.16, 'datetime': '2018-12-12 11:23:48.100054', 'mgs': 0, 'flw2': 0.1, 'flw1': 0.79, 'flw0': 0.23, 'time': 10.34, 'compass': 45.6, 'pitch': -4.67, 'roll': 3.78}
{'lipoC2': 7.86, 'temp': 0.0, 'lipoC3S3': 11.87, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 22, 'rot2': 25, 'depth': 0.394, 'yaw': 3.85, 'datetime': '2018-12-12 11:23:48.308487', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.03, 'flw0': 0.0, 'time': 10.55, 'compass': 45.29, 'pitch': -4.45, 'roll': 4.11}
{'lipoC2': 7.8, 'temp': 0.0, 'lipoC3S3': 12.14, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 23, 'rot2': 26, 'depth': 0.089, 'yaw': 3.4, 'datetime': '2018-12-12 11:23:48.517110', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.76, 'flw0': 0.0, 'time': 10.76, 'compass': 44.84, 'pitch': -4.0, 'roll': 4.31}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.06, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 23, 'rot2': 26, 'depth': 3.14, 'yaw': 2.84, 'datetime': '2018-12-12 11:23:48.727000', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.35, 'flw0': 0.0, 'time': 10.97, 'compass': 44.28, 'pitch': -3.14, 'roll': 4.43}
{'lipoC2': 8.06, 'temp': 0.0, 'lipoC3S3': 12.27, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 24, 'rot2': 27, 'depth': -0.293, 'yaw': 2.17, 'datetime': '2018-12-12 11:23:48.938448', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.49, 'flw0': 0.0, 'time': 11.18, 'compass': 43.61, 'pitch': -2.18, 'roll': 4.38}
{'lipoC2': 7.85, 'temp': 0.0, 'lipoC3S3': 11.9, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 24, 'rot2': 28, 'depth': 0.623, 'yaw': 1.41, 'datetime': '2018-12-12 11:23:49.146469', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.94, 'flw0': 0.0, 'time': 11.39, 'compass': 42.86, 'pitch': -1.69, 'roll': 4.12}
{'lipoC2': 7.82, 'temp': 0.0, 'lipoC3S3': 12.16, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 25, 'rot2': 28, 'depth': 0.394, 'yaw': 0.68, 'datetime': '2018-12-12 11:23:49.357709', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.0, 'time': 11.6, 'compass': 42.12, 'pitch': -1.58, 'roll': 4.02}
{'lipoC2': 8.08, 'temp': 0.0, 'lipoC3S3': 11.89, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 25, 'rot2': 29, 'depth': 3.369, 'yaw': -0.17, 'datetime': '2018-12-12 11:23:49.564569', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.56, 'flw0': 0.11, 'time': 11.81, 'compass': 41.27, 'pitch': -1.43, 'roll': 4.1}
{'lipoC2': 7.84, 'temp': 0.0, 'lipoC3S3': 12.25, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 26, 'rot2': 29, 'depth': 0.928, 'yaw': -1.09, 'datetime': '2018-12-12 11:23:49.776844', 'mgs': 0, 'flw2': 0.24, 'flw1': 1.26, 'flw0': 0.0, 'time': 12.02, 'compass': 40.35, 'pitch': -1.56, 'roll': 4.31}
{'lipoC2': 7.87, 'temp': 0.0, 'lipoC3S3': 11.81, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 27, 'rot2': 30, 'depth': 1.996, 'yaw': -2.05, 'datetime': '2018-12-12 11:23:49.985581', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.61, 'flw0': 0.29, 'time': 12.23, 'compass': 39.39, 'pitch': -1.89, 'roll': 4.45}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.18, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 27, 'rot2': 31, 'depth': 1.767, 'yaw': -3.05, 'datetime': '2018-12-12 11:23:50.197038', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.44, 'flw0': 0.0, 'time': 12.44, 'compass': 38.39, 'pitch': -1.78, 'roll': 4.62}
{'lipoC2': 8.08, 'temp': 0.0, 'lipoC3S3': 11.9, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 28, 'rot2': 31, 'depth': 3.293, 'yaw': -4.13, 'datetime': '2018-12-12 11:23:50.407553', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.38, 'flw0': 0.22, 'time': 12.65, 'compass': 37.31, 'pitch': -1.32, 'roll': 5.01}
{'lipoC2': 7.92, 'temp': 0.0, 'lipoC3S3': 11.76, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 29, 'rot2': 32, 'depth': 0.851, 'yaw': -5.31, 'datetime': '2018-12-12 11:23:50.616121', 'mgs': 0, 'flw2': 0.23, 'flw1': 1.82, 'flw0': 0.07, 'time': 12.86, 'compass': 36.13, 'pitch': -1.0, 'roll': 5.49}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.21, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 29, 'rot2': 33, 'depth': 3.293, 'yaw': -6.49, 'datetime': '2018-12-12 11:23:50.824972', 'mgs': 0, 'flw2': 0.0, 'flw1': 2.05, 'flw0': 0.0, 'time': 13.07, 'compass': 34.96, 'pitch': -1.01, 'roll': 5.92}
{'lipoC2': 7.83, 'temp': 0.0, 'lipoC3S3': 12.22, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 30, 'rot2': 34, 'depth': 2.454, 'yaw': -7.77, 'datetime': '2018-12-12 11:23:51.036628', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.58, 'flw0': 0.01, 'time': 13.28, 'compass': 33.67, 'pitch': -1.15, 'roll': 6.35}
{'lipoC2': 7.78, 'temp': 0.0, 'lipoC3S3': 11.92, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 31, 'rot2': 35, 'depth': 0.546, 'yaw': -9.12, 'datetime': '2018-12-12 11:23:51.244891', 'mgs': 0, 'flw2': 0.24, 'flw1': 1.79, 'flw0': 0.04, 'time': 13.49, 'compass': 32.32, 'pitch': -0.93, 'roll': 6.61}
{'lipoC2': 7.96, 'temp': 0.0, 'lipoC3S3': 11.76, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 31, 'rot2': 35, 'depth': 1.233, 'yaw': -10.44, 'datetime': '2018-12-12 11:23:51.455220', 'mgs': 0, 'flw2': 0.06, 'flw1': 1.7, 'flw0': 0.17, 'time': 13.7, 'compass': 31.0, 'pitch': -0.02, 'roll': 6.62}
{'lipoC2': 7.83, 'temp': 0.0, 'lipoC3S3': 12.23, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 32, 'rot2': 36, 'depth': 1.691, 'yaw': -11.68, 'datetime': '2018-12-12 11:23:51.668683', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.38, 'flw0': 0.0, 'time': 13.91, 'compass': 29.76, 'pitch': 0.85, 'roll': 6.73}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.14, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 33, 'rot2': 37, 'depth': 0.394, 'yaw': -12.85, 'datetime': '2018-12-12 11:23:51.875822', 'mgs': 0, 'flw2': 0.0, 'flw1': 2.43, 'flw0': 0.0, 'time': 14.12, 'compass': 28.59, 'pitch': 0.99, 'roll': 6.93}
{'lipoC2': 7.77, 'temp': 0.0, 'lipoC3S3': 12.05, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 33, 'rot2': 38, 'depth': -0.14, 'yaw': -13.96, 'datetime': '2018-12-12 11:23:52.085773', 'mgs': 0, 'flw2': 0.0, 'flw1': 1.46, 'flw0': 0.29, 'time': 14.32, 'compass': 27.48, 'pitch': 0.9, 'roll': 6.93}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.22, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 34, 'rot2': 39, 'depth': 0.47, 'yaw': -14.92, 'datetime': '2018-12-12 11:23:52.295020', 'mgs': 0, 'flw2': 0.0, 'flw1': 2.67, 'flw0': 0.0, 'time': 14.53, 'compass': 26.52, 'pitch': 1.22, 'roll': 6.84}
{'lipoC2': 7.81, 'temp': 0.0, 'lipoC3S3': 12.22, 'state': 'normal', 'rot1': 53, 'rot0': 43, 'rot3': 35, 'rot2': 39, 'depth': 2.759, 'yaw': -15.66, 'datetime': '2018-12-12 11:23:52.507132', 'mgs': 0, 'flw2': 0.0, 'flw1': 2.4, 'flw0': 0.0, 'time': 14.75, 'compass': 25.78, 'pitch': 1.64, 'roll': 6.96}
