{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.36, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': -0.598, 'yaw': 0.0, 'datetime': '2018-12-12 14:17:06.573691', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.38, 'flw0': 0.0, 'time': 1.26, 'compass': -28.14, 'pitch': -1.29, 'roll': 0.57}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.35, 'state': 'normal', 'rot1': 266, 'rot0': 248, 'rot3': 28, 'rot2': 27, 'depth': 1.996, 'yaw': 165.25, 'datetime': '2018-12-12 14:17:33.883893', 'mgs': 0, 'flw2': 0.37, 'flw1': 2.23, 'flw0': 0.63, 'time': 28.52, 'compass': 137.11, 'pitch': -0.4, 'roll': 1.89}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.59, 'state': 'normal', 'rot1': 267, 'rot0': 249, 'rot3': 29, 'rot2': 28, 'depth': 2.301, 'yaw': 178.32, 'datetime': '2018-12-12 14:17:34.095192', 'mgs': 0, 'flw2': 0.61, 'flw1': 2.31, 'flw0': 0.16, 'time': 28.74, 'compass': 150.18, 'pitch': -0.35, 'roll': 1.06}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 269, 'rot0': 250, 'rot3': 30, 'rot2': 29, 'depth': -0.064, 'yaw': -169.99, 'datetime': '2018-12-12 14:17:34.305994', 'mgs': 0, 'flw2': 0.26, 'flw1': 2.37, 'flw0': 0.31, 'time': 28.94, 'compass': 161.86, 'pitch': -0.71, 'roll': 0.3}
{'lipoC2': 7.37, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 269, 'rot0': 251, 'rot3': 31, 'rot2': 30, 'depth': -0.217, 'yaw': -159.47, 'datetime': '2018-12-12 14:17:34.515814', 'mgs': 0, 'flw2': 0.0, 'flw1': 2.23, 'flw0': 0.0, 'time': 29.16, 'compass': 172.39, 'pitch': -1.09, 'roll': 0.19}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.51, 'state': 'normal', 'rot1': 269, 'rot0': 251, 'rot3': 32, 'rot2': 31, 'depth': 0.546, 'yaw': -150.36, 'datetime': '2018-12-12 14:17:34.723228', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.06, 'flw0': 0.0, 'time': 29.36, 'compass': -178.51, 'pitch': -1.0, 'roll': 0.29}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.58, 'state': 'normal', 'rot1': 271, 'rot0': 253, 'rot3': 33, 'rot2': 31, 'depth': 2.377, 'yaw': -141.97, 'datetime': '2018-12-12 14:17:34.934386', 'mgs': 0, 'flw2': 2.87, 'flw1': 2.49, 'flw0': 0.44, 'time': 29.58, 'compass': -170.11, 'pitch': -0.5, 'roll': 0.35}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.48, 'state': 'normal', 'rot1': 273, 'rot0': 255, 'rot3': 34, 'rot2': 32, 'depth': -0.14, 'yaw': -133.02, 'datetime': '2018-12-12 14:17:35.144535', 'mgs': 0, 'flw2': 2.55, 'flw1': 2.58, 'flw0': 0.6, 'time': 29.79, 'compass': -161.16, 'pitch': 0.96, 'roll': 0.48}
{'lipoC2': 7.49, 'temp': 0.0, 'lipoC3S3': 11.07, 'state': 'normal', 'rot1': 275, 'rot0': 257, 'rot3': 35, 'rot2': 33, 'depth': -1.437, 'yaw': -123.72, 'datetime': '2018-12-12 14:17:35.361212', 'mgs': 0, 'flw2': 2.76, 'flw1': 0.0, 'flw0': 0.87, 'time': 30.0, 'compass': -151.86, 'pitch': 1.51, 'roll': 1.01}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 276, 'rot0': 260, 'rot3': 35, 'rot2': 34, 'depth': -0.064, 'yaw': -114.48, 'datetime': '2018-12-12 14:17:35.569186', 'mgs': 0, 'flw2': 2.66, 'flw1': 2.31, 'flw0': 0.96, 'time': 30.21, 'compass': -142.62, 'pitch': 1.26, 'roll': 1.69}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.48, 'state': 'normal', 'rot1': 278, 'rot0': 262, 'rot3': 36, 'rot2': 34, 'depth': 0.012, 'yaw': -105.43, 'datetime': '2018-12-12 14:17:35.781606', 'mgs': 0, 'flw2': 2.51, 'flw1': 3.19, 'flw0': 0.9, 'time': 30.42, 'compass': -133.58, 'pitch': 1.05, 'roll': 2.02}
{'lipoC2': 7.44, 'temp': 0.0, 'lipoC3S3': 11.15, 'state': 'normal', 'rot1': 279, 'rot0': 264, 'rot3': 36, 'rot2': 35, 'depth': 0.623, 'yaw': -96.89, 'datetime': '2018-12-12 14:17:35.992972', 'mgs': 0, 'flw2': 2.39, 'flw1': 0.41, 'flw0': 0.72, 'time': 30.63, 'compass': -125.03, 'pitch': 1.28, 'roll': 1.93}
{'lipoC2': 7.49, 'temp': 0.0, 'lipoC3S3': 11.14, 'state': 'normal', 'rot1': 280, 'rot0': 267, 'rot3': 37, 'rot2': 35, 'depth': 1.233, 'yaw': -88.25, 'datetime': '2018-12-12 14:17:36.206456', 'mgs': 0, 'flw2': 2.65, 'flw1': 2.64, 'flw0': 0.79, 'time': 30.84, 'compass': -116.39, 'pitch': 1.23, 'roll': 1.88}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 282, 'rot0': 269, 'rot3': 37, 'rot2': 36, 'depth': 0.623, 'yaw': -79.86, 'datetime': '2018-12-12 14:17:36.413695', 'mgs': 0, 'flw2': 2.33, 'flw1': 3.98, 'flw0': 0.67, 'time': 31.05, 'compass': -108.01, 'pitch': 0.94, 'roll': 2.11}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 283, 'rot0': 272, 'rot3': 38, 'rot2': 36, 'depth': 0.012, 'yaw': -71.49, 'datetime': '2018-12-12 14:17:36.622837', 'mgs': 0, 'flw2': 2.59, 'flw1': 0.09, 'flw0': 0.68, 'time': 31.26, 'compass': -99.63, 'pitch': 0.92, 'roll': 2.28}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.48, 'state': 'normal', 'rot1': 285, 'rot0': 274, 'rot3': 39, 'rot2': 37, 'depth': 1.462, 'yaw': -62.92, 'datetime': '2018-12-12 14:17:36.835078', 'mgs': 0, 'flw2': 2.53, 'flw1': 2.43, 'flw0': 0.54, 'time': 31.47, 'compass': -91.06, 'pitch': 1.12, 'roll': 1.91}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.46, 'state': 'normal', 'rot1': 287, 'rot0': 276, 'rot3': 39, 'rot2': 37, 'depth': 1.614, 'yaw': -55.57, 'datetime': '2018-12-12 14:17:37.047953', 'mgs': 0, 'flw2': 2.32, 'flw1': 2.93, 'flw0': 0.84, 'time': 31.68, 'compass': -83.72, 'pitch': 1.14, 'roll': 1.42}
{'lipoC2': 7.54, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 288, 'rot0': 279, 'rot3': 40, 'rot2': 38, 'depth': -0.903, 'yaw': -48.19, 'datetime': '2018-12-12 14:17:37.258041', 'mgs': 0, 'flw2': 2.8, 'flw1': 3.28, 'flw0': 0.51, 'time': 31.89, 'compass': -76.33, 'pitch': 1.14, 'roll': 1.69}
{'lipoC2': 7.39, 'temp': 0.0, 'lipoC3S3': 11.26, 'state': 'normal', 'rot1': 289, 'rot0': 281, 'rot3': 41, 'rot2': 39, 'depth': 1.233, 'yaw': -40.44, 'datetime': '2018-12-12 14:17:37.468778', 'mgs': 0, 'flw2': 2.53, 'flw1': 2.55, 'flw0': 0.62, 'time': 32.1, 'compass': -68.58, 'pitch': 1.23, 'roll': 1.8}
{'lipoC2': 7.27, 'temp': 0.0, 'lipoC3S3': 11.21, 'state': 'normal', 'rot1': 291, 'rot0': 284, 'rot3': 42, 'rot2': 40, 'depth': -0.598, 'yaw': -32.96, 'datetime': '2018-12-12 14:17:37.680173', 'mgs': 0, 'flw2': 2.23, 'flw1': 4.04, 'flw0': 0.65, 'time': 32.31, 'compass': -61.1, 'pitch': 0.66, 'roll': 1.73}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.52, 'state': 'normal', 'rot1': 292, 'rot0': 286, 'rot3': 43, 'rot2': 41, 'depth': 1.004, 'yaw': -25.12, 'datetime': '2018-12-12 14:17:37.889177', 'mgs': 0, 'flw2': 2.51, 'flw1': 3.57, 'flw0': 0.61, 'time': 32.52, 'compass': -53.26, 'pitch': 0.18, 'roll': 1.88}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.4, 'state': 'normal', 'rot1': 294, 'rot0': 288, 'rot3': 44, 'rot2': 42, 'depth': 1.996, 'yaw': -16.83, 'datetime': '2018-12-12 14:17:38.098679', 'mgs': 0, 'flw2': 2.49, 'flw1': 2.14, 'flw0': 0.66, 'time': 32.73, 'compass': -44.97, 'pitch': 0.71, 'roll': 1.9}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 295, 'rot0': 290, 'rot3': 45, 'rot2': 43, 'depth': 1.691, 'yaw': -9.02, 'datetime': '2018-12-12 14:17:38.308206', 'mgs': 0, 'flw2': 2.43, 'flw1': 1.99, 'flw0': 0.89, 'time': 32.94, 'compass': -37.16, 'pitch': 1.36, 'roll': 1.92}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 297, 'rot0': 293, 'rot3': 46, 'rot2': 44, 'depth': -0.217, 'yaw': -0.88, 'datetime': '2018-12-12 14:17:38.521442', 'mgs': 0, 'flw2': 2.66, 'flw1': 0.0, 'flw0': 0.93, 'time': 33.15, 'compass': -29.02, 'pitch': 1.36, 'roll': 1.95}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.51, 'state': 'normal', 'rot1': 298, 'rot0': 295, 'rot3': 46, 'rot2': 44, 'depth': 1.767, 'yaw': 7.07, 'datetime': '2018-12-12 14:17:38.730217', 'mgs': 0, 'flw2': 2.36, 'flw1': 2.2, 'flw0': 0.74, 'time': 33.36, 'compass': -21.07, 'pitch': 0.77, 'roll': 2.31}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 299, 'rot0': 298, 'rot3': 47, 'rot2': 45, 'depth': 0.012, 'yaw': 15.12, 'datetime': '2018-12-12 14:17:38.941667', 'mgs': 0, 'flw2': 2.56, 'flw1': 3.52, 'flw0': 0.61, 'time': 33.57, 'compass': -13.02, 'pitch': 0.55, 'roll': 2.55}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.3, 'state': 'normal', 'rot1': 301, 'rot0': 300, 'rot3': 47, 'rot2': 45, 'depth': 1.004, 'yaw': 22.77, 'datetime': '2018-12-12 14:17:39.150258', 'mgs': 0, 'flw2': 2.39, 'flw1': 0.53, 'flw0': 0.61, 'time': 33.78, 'compass': -5.38, 'pitch': 0.99, 'roll': 2.25}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.59, 'state': 'normal', 'rot1': 302, 'rot0': 302, 'rot3': 48, 'rot2': 46, 'depth': 0.012, 'yaw': 30.57, 'datetime': '2018-12-12 14:17:39.361074', 'mgs': 0, 'flw2': 2.49, 'flw1': 2.26, 'flw0': 0.72, 'time': 33.99, 'compass': 2.43, 'pitch': 1.23, 'roll': 2.24}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.32, 'state': 'normal', 'rot1': 304, 'rot0': 305, 'rot3': 48, 'rot2': 46, 'depth': 2.454, 'yaw': 38.48, 'datetime': '2018-12-12 14:17:39.571511', 'mgs': 0, 'flw2': 0.6, 'flw1': 3.31, 'flw0': 2.98, 'time': 34.2, 'compass': 10.33, 'pitch': 1.21, 'roll': 2.75}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 306, 'rot0': 306, 'rot3': 49, 'rot2': 47, 'depth': 2.301, 'yaw': 43.98, 'datetime': '2018-12-12 14:17:39.783676', 'mgs': 0, 'flw2': 0.74, 'flw1': 0.0, 'flw0': 2.82, 'time': 34.41, 'compass': 15.84, 'pitch': 1.15, 'roll': 2.46}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.21, 'state': 'normal', 'rot1': 309, 'rot0': 307, 'rot3': 50, 'rot2': 48, 'depth': 1.157, 'yaw': 46.55, 'datetime': '2018-12-12 14:17:39.994608', 'mgs': 0, 'flw2': 0.73, 'flw1': 2.46, 'flw0': 2.94, 'time': 34.62, 'compass': 18.41, 'pitch': 0.94, 'roll': 1.69}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.4, 'state': 'normal', 'rot1': 311, 'rot0': 309, 'rot3': 50, 'rot2': 48, 'depth': -0.217, 'yaw': 47.24, 'datetime': '2018-12-12 14:17:40.203490', 'mgs': 0, 'flw2': 0.48, 'flw1': 4.07, 'flw0': 2.75, 'time': 34.83, 'compass': 19.1, 'pitch': 0.72, 'roll': 0.91}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.19, 'state': 'normal', 'rot1': 314, 'rot0': 310, 'rot3': 51, 'rot2': 49, 'depth': 0.089, 'yaw': 46.61, 'datetime': '2018-12-12 14:17:40.413443', 'mgs': 0, 'flw2': 0.49, 'flw1': 0.23, 'flw0': 2.69, 'time': 35.04, 'compass': 18.47, 'pitch': 0.66, 'roll': 0.34}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.29, 'state': 'normal', 'rot1': 316, 'rot0': 312, 'rot3': 52, 'rot2': 49, 'depth': -1.056, 'yaw': 44.66, 'datetime': '2018-12-12 14:17:40.625722', 'mgs': 0, 'flw2': 0.89, 'flw1': 2.43, 'flw0': 2.5, 'time': 35.26, 'compass': 16.52, 'pitch': 0.64, 'roll': 0.07}
{'lipoC2': 7.41, 'temp': 0.0, 'lipoC3S3': 11.15, 'state': 'normal', 'rot1': 318, 'rot0': 313, 'rot3': 52, 'rot2': 50, 'depth': -0.751, 'yaw': 42.14, 'datetime': '2018-12-12 14:17:40.837272', 'mgs': 0, 'flw2': 0.54, 'flw1': 2.9, 'flw0': 3.0, 'time': 35.47, 'compass': 14.0, 'pitch': 0.49, 'roll': 0.05}
{'lipoC2': 7.42, 'temp': 0.0, 'lipoC3S3': 11.17, 'state': 'normal', 'rot1': 335, 'rot0': 322, 'rot3': 56, 'rot2': 53, 'depth': -0.446, 'yaw': 18.4, 'datetime': '2018-12-12 14:17:41.991120', 'mgs': 0, 'flw2': 2.81, 'flw1': 3.08, 'flw0': 2.48, 'time': 36.62, 'compass': -9.74, 'pitch': 1.68, 'roll': -1.07}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.59, 'state': 'normal', 'rot1': 337, 'rot0': 325, 'rot3': 57, 'rot2': 54, 'depth': -0.064, 'yaw': 15.85, 'datetime': '2018-12-12 14:17:42.201085', 'mgs': 0, 'flw2': 2.43, 'flw1': 2.99, 'flw0': 0.57, 'time': 36.83, 'compass': -12.29, 'pitch': 2.51, 'roll': -0.73}
{'lipoC2': 7.3, 'temp': 0.0, 'lipoC3S3': 11.22, 'state': 'normal', 'rot1': 339, 'rot0': 328, 'rot3': 58, 'rot2': 55, 'depth': -0.522, 'yaw': 15.63, 'datetime': '2018-12-12 14:17:42.410800', 'mgs': 0, 'flw2': 2.51, 'flw1': 3.57, 'flw0': 0.63, 'time': 37.04, 'compass': -12.51, 'pitch': 1.7, 'roll': 0.12}
{'lipoC2': 7.47, 'temp': 0.0, 'lipoC3S3': 11.15, 'state': 'normal', 'rot1': 340, 'rot0': 330, 'rot3': 58, 'rot2': 56, 'depth': 0.241, 'yaw': 16.96, 'datetime': '2018-12-12 14:17:42.623185', 'mgs': 0, 'flw2': 2.5, 'flw1': 0.0, 'flw0': 0.6, 'time': 37.25, 'compass': -11.18, 'pitch': 0.98, 'roll': 0.87}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.54, 'state': 'normal', 'rot1': 342, 'rot0': 332, 'rot3': 59, 'rot2': 56, 'depth': 2.606, 'yaw': 19.35, 'datetime': '2018-12-12 14:17:42.832616', 'mgs': 0, 'flw2': 2.81, 'flw1': 2.46, 'flw0': 0.51, 'time': 37.46, 'compass': -8.79, 'pitch': 1.01, 'roll': 1.24}
{'lipoC2': 7.44, 'temp': 0.0, 'lipoC3S3': 11.27, 'state': 'normal', 'rot1': 343, 'rot0': 335, 'rot3': 60, 'rot2': 57, 'depth': 0.241, 'yaw': 24.54, 'datetime': '2018-12-12 14:17:43.044892', 'mgs': 0, 'flw2': 2.37, 'flw1': 2.61, 'flw0': 0.71, 'time': 37.67, 'compass': -3.6, 'pitch': 1.31, 'roll': 1.2}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.52, 'state': 'normal', 'rot1': 345, 'rot0': 337, 'rot3': 61, 'rot2': 58, 'depth': 0.012, 'yaw': 29.23, 'datetime': '2018-12-12 14:17:43.253990', 'mgs': 0, 'flw2': 2.47, 'flw1': 3.43, 'flw0': 0.85, 'time': 37.88, 'compass': 1.08, 'pitch': 1.14, 'roll': 0.78}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 348, 'rot0': 339, 'rot3': 62, 'rot2': 59, 'depth': 1.92, 'yaw': 33.28, 'datetime': '2018-12-12 14:17:43.464348', 'mgs': 0, 'flw2': 0.57, 'flw1': 3.02, 'flw0': 2.67, 'time': 38.09, 'compass': 5.14, 'pitch': 0.49, 'roll': 0.27}
{'lipoC2': 7.39, 'temp': 0.0, 'lipoC3S3': 11.26, 'state': 'normal', 'rot1': 350, 'rot0': 340, 'rot3': 63, 'rot2': 60, 'depth': -0.674, 'yaw': 34.47, 'datetime': '2018-12-12 14:17:43.677620', 'mgs': 0, 'flw2': 0.78, 'flw1': 2.29, 'flw0': 2.71, 'time': 38.3, 'compass': 6.33, 'pitch': 0.15, 'roll': -0.5}
{'lipoC2': 7.47, 'temp': 0.0, 'lipoC3S3': 11.14, 'state': 'normal', 'rot1': 353, 'rot0': 341, 'rot3': 64, 'rot2': 61, 'depth': 0.165, 'yaw': 33.77, 'datetime': '2018-12-12 14:17:43.885974', 'mgs': 0, 'flw2': 0.56, 'flw1': 0.56, 'flw0': 2.7, 'time': 38.51, 'compass': 5.63, 'pitch': 0.17, 'roll': -1.08}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.31, 'state': 'normal', 'rot1': 355, 'rot0': 343, 'rot3': 65, 'rot2': 62, 'depth': 1.92, 'yaw': 31.77, 'datetime': '2018-12-12 14:17:44.096110', 'mgs': 0, 'flw2': 0.96, 'flw1': 2.37, 'flw0': 2.56, 'time': 38.72, 'compass': 3.63, 'pitch': 0.23, 'roll': -1.25}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 358, 'rot0': 344, 'rot3': 66, 'rot2': 63, 'depth': 2.148, 'yaw': 28.44, 'datetime': '2018-12-12 14:17:44.310100', 'mgs': 0, 'flw2': 0.59, 'flw1': 2.99, 'flw0': 2.75, 'time': 38.93, 'compass': 0.3, 'pitch': 0.6, 'roll': -1.09}
{'lipoC2': 7.38, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 361, 'rot0': 345, 'rot3': 67, 'rot2': 64, 'depth': -0.369, 'yaw': 24.47, 'datetime': '2018-12-12 14:17:44.517645', 'mgs': 0, 'flw2': 0.51, 'flw1': 0.0, 'flw0': 2.56, 'time': 39.14, 'compass': -3.67, 'pitch': 1.03, 'roll': -0.81}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 363, 'rot0': 347, 'rot3': 67, 'rot2': 64, 'depth': -0.522, 'yaw': 20.49, 'datetime': '2018-12-12 14:17:44.726525', 'mgs': 0, 'flw2': 2.54, 'flw1': 3.16, 'flw0': 2.69, 'time': 39.35, 'compass': -7.66, 'pitch': 0.91, 'roll': -0.7}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 10.9, 'state': 'normal', 'rot1': 366, 'rot0': 350, 'rot3': 68, 'rot2': 65, 'depth': 0.623, 'yaw': 18.02, 'datetime': '2018-12-12 14:17:44.933482', 'mgs': 0, 'flw2': 7.24, 'flw1': 1.99, 'flw0': 7.1, 'time': 39.56, 'compass': -10.12, 'pitch': 1.28, 'roll': -0.39}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 370, 'rot0': 353, 'rot3': 69, 'rot2': 66, 'depth': 1.767, 'yaw': 21.59, 'datetime': '2018-12-12 14:17:45.145893', 'mgs': 0, 'flw2': 6.77, 'flw1': 1.79, 'flw0': 7.42, 'time': 39.77, 'compass': -6.55, 'pitch': 0.37, 'roll': 1.28}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.11, 'state': 'normal', 'rot1': 375, 'rot0': 357, 'rot3': 70, 'rot2': 67, 'depth': 0.546, 'yaw': 31.62, 'datetime': '2018-12-12 14:17:45.354615', 'mgs': 0, 'flw2': 6.63, 'flw1': 2.49, 'flw0': 6.47, 'time': 39.98, 'compass': 3.48, 'pitch': -0.62, 'roll': 3.8}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 11.19, 'state': 'normal', 'rot1': 380, 'rot0': 361, 'rot3': 71, 'rot2': 68, 'depth': -0.064, 'yaw': 46.45, 'datetime': '2018-12-12 14:17:45.567492', 'mgs': 0, 'flw2': 5.74, 'flw1': 3.19, 'flw0': 6.19, 'time': 40.19, 'compass': 18.31, 'pitch': -0.5, 'roll': 5.74}
{'lipoC2': 7.37, 'temp': 0.0, 'lipoC3S3': 11.03, 'state': 'normal', 'rot1': 384, 'rot0': 364, 'rot3': 72, 'rot2': 69, 'depth': -0.751, 'yaw': 62.95, 'datetime': '2018-12-12 14:17:45.777513', 'mgs': 0, 'flw2': 4.98, 'flw1': 2.55, 'flw0': 5.82, 'time': 40.4, 'compass': 34.81, 'pitch': 0.25, 'roll': 5.75}
{'lipoC2': 7.43, 'temp': 0.0, 'lipoC3S3': 11.03, 'state': 'normal', 'rot1': 387, 'rot0': 368, 'rot3': 73, 'rot2': 70, 'depth': 0.165, 'yaw': 81.4, 'datetime': '2018-12-12 14:17:45.986208', 'mgs': 0, 'flw2': 4.13, 'flw1': 2.52, 'flw0': 4.77, 'time': 40.61, 'compass': 53.26, 'pitch': 0.87, 'roll': 4.32}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.11, 'state': 'normal', 'rot1': 392, 'rot0': 371, 'rot3': 74, 'rot2': 71, 'depth': -0.751, 'yaw': 98.79, 'datetime': '2018-12-12 14:17:46.196214', 'mgs': 0, 'flw2': 2.81, 'flw1': 2.67, 'flw0': 3.23, 'time': 40.82, 'compass': 70.65, 'pitch': 0.49, 'roll': 2.79}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 11.34, 'state': 'normal', 'rot1': 394, 'rot0': 374, 'rot3': 75, 'rot2': 72, 'depth': -0.598, 'yaw': 114.61, 'datetime': '2018-12-12 14:17:46.409346', 'mgs': 0, 'flw2': 1.95, 'flw1': 2.67, 'flw0': 2.32, 'time': 41.03, 'compass': 86.47, 'pitch': 0.23, 'roll': 2.34}
{'lipoC2': 7.54, 'temp': 0.0, 'lipoC3S3': 11.19, 'state': 'normal', 'rot1': 396, 'rot0': 376, 'rot3': 76, 'rot2': 73, 'depth': -1.056, 'yaw': 129.69, 'datetime': '2018-12-12 14:17:46.621066', 'mgs': 0, 'flw2': 1.46, 'flw1': 2.43, 'flw0': 1.33, 'time': 41.24, 'compass': 101.55, 'pitch': 0.41, 'roll': 2.25}
{'lipoC2': 7.3, 'temp': 0.0, 'lipoC3S3': 11.26, 'state': 'normal', 'rot1': 398, 'rot0': 378, 'rot3': 77, 'rot2': 74, 'depth': 1.462, 'yaw': 142.62, 'datetime': '2018-12-12 14:17:46.835752', 'mgs': 0, 'flw2': 0.87, 'flw1': 2.37, 'flw0': 0.74, 'time': 41.45, 'compass': 114.48, 'pitch': 0.05, 'roll': 1.79}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 400, 'rot0': 379, 'rot3': 78, 'rot2': 75, 'depth': 0.089, 'yaw': 154.46, 'datetime': '2018-12-12 14:17:47.038286', 'mgs': 0, 'flw2': 0.28, 'flw1': 3.37, 'flw0': 0.33, 'time': 41.66, 'compass': 126.32, 'pitch': -0.79, 'roll': 1.1}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.29, 'state': 'normal', 'rot1': 402, 'rot0': 380, 'rot3': 79, 'rot2': 76, 'depth': 1.767, 'yaw': 164.41, 'datetime': '2018-12-12 14:17:47.248528', 'mgs': 0, 'flw2': 0.18, 'flw1': 3.19, 'flw0': 0.22, 'time': 41.87, 'compass': 136.27, 'pitch': -1.24, 'roll': 0.85}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 403, 'rot0': 381, 'rot3': 80, 'rot2': 77, 'depth': -0.522, 'yaw': 173.58, 'datetime': '2018-12-12 14:17:47.459547', 'mgs': 0, 'flw2': 0.56, 'flw1': 1.96, 'flw0': 0.09, 'time': 42.08, 'compass': 145.44, 'pitch': -1.2, 'roll': 0.8}
{'lipoC2': 7.47, 'temp': 0.0, 'lipoC3S3': 11.29, 'state': 'normal', 'rot1': 404, 'rot0': 382, 'rot3': 81, 'rot2': 78, 'depth': -0.98, 'yaw': -178.08, 'datetime': '2018-12-12 14:17:47.669564', 'mgs': 0, 'flw2': 0.11, 'flw1': 2.87, 'flw0': 0.31, 'time': 42.29, 'compass': 153.78, 'pitch': -0.96, 'roll': 0.88}
{'lipoC2': 7.54, 'temp': 0.0, 'lipoC3S3': 11.17, 'state': 'normal', 'rot1': 406, 'rot0': 383, 'rot3': 82, 'rot2': 79, 'depth': -1.437, 'yaw': -170.22, 'datetime': '2018-12-12 14:17:47.880965', 'mgs': 0, 'flw2': 0.15, 'flw1': 2.34, 'flw0': 0.09, 'time': 42.5, 'compass': 161.64, 'pitch': -0.96, 'roll': 1.23}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.67, 'state': 'normal', 'rot1': 406, 'rot0': 383, 'rot3': 83, 'rot2': 80, 'depth': -0.064, 'yaw': -163.19, 'datetime': '2018-12-12 14:17:48.090948', 'mgs': 0, 'flw2': 0.09, 'flw1': 0.0, 'flw0': 0.0, 'time': 42.71, 'compass': 168.67, 'pitch': -0.96, 'roll': 1.15}
{'lipoC2': 7.25, 'temp': 0.0, 'lipoC3S3': 11.22, 'state': 'normal', 'rot1': 408, 'rot0': 384, 'rot3': 83, 'rot2': 80, 'depth': -0.751, 'yaw': -157.47, 'datetime': '2018-12-12 14:17:48.304064', 'mgs': 0, 'flw2': 0.49, 'flw1': 2.81, 'flw0': 2.65, 'time': 42.92, 'compass': 174.39, 'pitch': -0.4, 'roll': 0.66}
