{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.7, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 0.0, 'datetime': '2018-12-18 16:49:51.288074', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.32, 'flw0': 0.09, 'time': 1.26, 'compass': 136.17, 'pitch': -0.06, 'roll': 2.18}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.6, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -1.285, 'yaw': -133.91, 'datetime': '2018-12-18 16:50:04.972074', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.44, 'flw0': 0.0, 'time': 14.92, 'compass': 2.26, 'pitch': -0.3, 'roll': 2.69}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.75, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': -132.87, 'datetime': '2018-12-18 16:50:05.182396', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.32, 'flw0': 0.15, 'time': 15.13, 'compass': 3.3, 'pitch': -0.1, 'roll': 2.77}
{'lipoC2': 0.15, 'temp': 0.0, 'lipoC3S3': 12.45, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -2.048, 'yaw': -131.93, 'datetime': '2018-12-18 16:50:05.390547', 'mgs': 0, 'flw2': 0.18, 'flw1': 0.18, 'flw0': 0.0, 'time': 15.34, 'compass': 4.24, 'pitch': 0.31, 'roll': 2.51}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.38, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -0.293, 'yaw': -131.01, 'datetime': '2018-12-18 16:50:05.599746', 'mgs': 0, 'flw2': 0.67, 'flw1': 0.03, 'flw0': 0.11, 'time': 15.55, 'compass': 5.16, 'pitch': 0.47, 'roll': 2.12}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.34, 'state': 'normal', 'rot1': 65, 'rot0': 79, 'rot3': 0, 'rot2': 0, 'depth': -0.674, 'yaw': -130.75, 'datetime': '2018-12-18 16:50:05.808854', 'mgs': 0, 'flw2': 0.52, 'flw1': 0.0, 'flw0': 0.01, 'time': 15.75, 'compass': 5.42, 'pitch': 0.29, 'roll': 1.7}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.55, 'state': 'normal', 'rot1': 66, 'rot0': 79, 'rot3': 0, 'rot2': 0, 'depth': -0.14, 'yaw': -131.42, 'datetime': '2018-12-18 16:50:06.016637', 'mgs': 0, 'flw2': 0.44, 'flw1': 0.0, 'flw0': 0.5, 'time': 15.96, 'compass': 4.75, 'pitch': 0.16, 'roll': 1.56}
{'lipoC2': 0.16, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -1.895, 'yaw': -132.8, 'datetime': '2018-12-18 16:50:06.226809', 'mgs': 0, 'flw2': 0.17, 'flw1': 0.23, 'flw0': 0.0, 'time': 16.17, 'compass': 3.37, 'pitch': 0.36, 'roll': 1.56}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.54, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -2.2, 'yaw': -134.22, 'datetime': '2018-12-18 16:50:06.436136', 'mgs': 0, 'flw2': 0.12, 'flw1': 0.44, 'flw0': 0.0, 'time': 16.38, 'compass': 1.95, 'pitch': 0.58, 'roll': 1.94}
{'lipoC2': 0.16, 'temp': 0.0, 'lipoC3S3': 12.37, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -0.751, 'yaw': -135.43, 'datetime': '2018-12-18 16:50:06.645234', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.23, 'time': 16.59, 'compass': 0.73, 'pitch': 0.32, 'roll': 2.5}
{'lipoC2': 0.03, 'temp': 0.0, 'lipoC3S3': 12.41, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': 1.309, 'yaw': -136.59, 'datetime': '2018-12-18 16:50:06.853280', 'mgs': 0, 'flw2': 0.21, 'flw1': 0.0, 'flw0': 0.0, 'time': 16.8, 'compass': -0.42, 'pitch': -0.13, 'roll': 2.8}
{'lipoC2': 0.16, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -1.514, 'yaw': -137.61, 'datetime': '2018-12-18 16:50:07.062523', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.22, 'time': 17.01, 'compass': -1.44, 'pitch': -0.28, 'roll': 2.61}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.35, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': 1.08, 'yaw': -138.62, 'datetime': '2018-12-18 16:50:07.270964', 'mgs': 0, 'flw2': 0.22, 'flw1': 0.0, 'flw0': 0.0, 'time': 17.22, 'compass': -2.46, 'pitch': -0.07, 'roll': 2.05}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': -139.59, 'datetime': '2018-12-18 16:50:07.479932', 'mgs': 0, 'flw2': 0.09, 'flw1': 0.47, 'flw0': 0.0, 'time': 17.42, 'compass': -3.42, 'pitch': 0.15, 'roll': 1.63}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.6, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -1.285, 'yaw': -140.52, 'datetime': '2018-12-18 16:50:07.688954', 'mgs': 0, 'flw2': 0.11, 'flw1': 0.0, 'flw0': 0.0, 'time': 17.63, 'compass': -4.35, 'pitch': -0.0, 'roll': 1.71}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.41, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': 1.233, 'yaw': -141.41, 'datetime': '2018-12-18 16:50:07.898923', 'mgs': 0, 'flw2': 0.09, 'flw1': 0.0, 'flw0': 0.07, 'time': 17.84, 'compass': -5.24, 'pitch': -0.29, 'roll': 2.12}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': 0.241, 'yaw': -142.22, 'datetime': '2018-12-18 16:50:08.107926', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.44, 'flw0': 0.06, 'time': 18.05, 'compass': -6.05, 'pitch': -0.17, 'roll': 2.51}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.56, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -2.048, 'yaw': -143.03, 'datetime': '2018-12-18 16:50:08.315940', 'mgs': 0, 'flw2': 0.02, 'flw1': 0.0, 'flw0': 0.13, 'time': 18.26, 'compass': -6.86, 'pitch': 0.12, 'roll': 2.73}
{'lipoC2': 0.01, 'temp': 0.0, 'lipoC3S3': 12.48, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -0.14, 'yaw': -143.83, 'datetime': '2018-12-18 16:50:08.525439', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.47, 'flw0': 0.04, 'time': 18.47, 'compass': -7.67, 'pitch': 0.02, 'roll': 2.74}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.3, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': 0.775, 'yaw': -144.61, 'datetime': '2018-12-18 16:50:08.733738', 'mgs': 0, 'flw2': 0.16, 'flw1': 0.18, 'flw0': 0.0, 'time': 18.68, 'compass': -8.44, 'pitch': -0.39, 'roll': 2.57}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.75, 'state': 'normal', 'rot1': 67, 'rot0': 80, 'rot3': 0, 'rot2': 0, 'depth': -0.14, 'yaw': -145.3, 'datetime': '2018-12-18 16:50:08.944297', 'mgs': 0, 'flw2': 0.65, 'flw1': 0.0, 'flw0': 0.11, 'time': 18.89, 'compass': -9.14, 'pitch': -0.53, 'roll': 2.29}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.34, 'state': 'normal', 'rot1': 68, 'rot0': 81, 'rot3': 0, 'rot2': 0, 'depth': 0.241, 'yaw': -145.36, 'datetime': '2018-12-18 16:50:09.153512', 'mgs': 0, 'flw2': 0.57, 'flw1': 0.0, 'flw0': 0.21, 'time': 19.09, 'compass': -9.2, 'pitch': -0.16, 'roll': 2.11}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.63, 'state': 'normal', 'rot1': 70, 'rot0': 82, 'rot3': 0, 'rot2': 0, 'depth': 1.309, 'yaw': -144.54, 'datetime': '2018-12-18 16:50:09.362673', 'mgs': 0, 'flw2': 0.55, 'flw1': 0.0, 'flw0': 0.37, 'time': 19.3, 'compass': -8.37, 'pitch': 0.36, 'roll': 2.26}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.66, 'state': 'normal', 'rot1': 71, 'rot0': 83, 'rot3': 0, 'rot2': 0, 'depth': 1.538, 'yaw': -142.98, 'datetime': '2018-12-18 16:50:09.570581', 'mgs': 0, 'flw2': 0.11, 'flw1': 0.0, 'flw0': 0.01, 'time': 19.51, 'compass': -6.81, 'pitch': 0.56, 'roll': 2.6}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.54, 'state': 'normal', 'rot1': 71, 'rot0': 83, 'rot3': 0, 'rot2': 0, 'depth': -2.2, 'yaw': -141.58, 'datetime': '2018-12-18 16:50:09.779820', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.44, 'flw0': 0.0, 'time': 19.72, 'compass': -5.41, 'pitch': 0.18, 'roll': 2.64}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.51, 'state': 'normal', 'rot1': 71, 'rot0': 83, 'rot3': 0, 'rot2': 0, 'depth': 0.317, 'yaw': -140.34, 'datetime': '2018-12-18 16:50:09.987578', 'mgs': 0, 'flw2': 0.01, 'flw1': 0.0, 'flw0': 0.16, 'time': 19.93, 'compass': -4.17, 'pitch': -0.18, 'roll': 2.36}
{'lipoC2': 0.03, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 71, 'rot0': 83, 'rot3': 0, 'rot2': 0, 'depth': -1.361, 'yaw': -139.22, 'datetime': '2018-12-18 16:50:10.196651', 'mgs': 0, 'flw2': 0.09, 'flw1': 0.0, 'flw0': 0.09, 'time': 20.14, 'compass': -3.06, 'pitch': 0.03, 'roll': 1.88}
