{'lat': 26.37772, 'lng': 127.82245, 'alt': 32.5, 'datetime': '2018-11-26 13:07:57.903429'}
{'lat': 26.37772, 'lng': 127.82245, 'alt': 32.5, 'datetime': '2018-11-26 13:07:58.902232'}
{'lat': 26.37772, 'lng': 127.82245, 'alt': 32.5, 'datetime': '2018-11-26 13:07:59.901696'}
{'lat': 26.37772, 'lng': 127.82245, 'alt': 32.5, 'datetime': '2018-11-26 13:08:00.902310'}
{'lat': 26.37772, 'lng': 127.82245, 'alt': 32.5, 'datetime': '2018-11-26 13:08:02.374299'}
{'lat': 26.377721667, 'lng': 127.82245, 'alt': 33.2, 'datetime': '2018-11-26 13:08:02.921565'}
{'lat': 26.377725, 'lng': 127.822448333, 'alt': 33.6, 'datetime': '2018-11-26 13:08:03.921896'}
{'lat': 26.377726667, 'lng': 127.822446667, 'alt': 33.6, 'datetime': '2018-11-26 13:08:04.921174'}
{'lat': 26.377728333, 'lng': 127.822446667, 'alt': 33.6, 'datetime': '2018-11-26 13:08:05.922144'}
{'lat': 26.37773, 'lng': 127.822446667, 'alt': 33.6, 'datetime': '2018-11-26 13:08:07.376169'}
{'lat': 26.377731667, 'lng': 127.822445, 'alt': 33.5, 'datetime': '2018-11-26 13:08:07.904403'}
{'lat': 26.377733333, 'lng': 127.822445, 'alt': 33.5, 'datetime': '2018-11-26 13:08:08.905262'}
{'lat': 26.377735, 'lng': 127.822443333, 'alt': 33.4, 'datetime': '2018-11-26 13:08:09.904674'}
{'lat': 26.377736667, 'lng': 127.822443333, 'alt': 33.3, 'datetime': '2018-11-26 13:08:10.904284'}
{'lat': 26.377738333, 'lng': 127.822441667, 'alt': 33.2, 'datetime': '2018-11-26 13:08:12.376899'}
{'lat': 26.37774, 'lng': 127.82244, 'alt': 33.1, 'datetime': '2018-11-26 13:08:12.905161'}
{'lat': 26.377743333, 'lng': 127.822438333, 'alt': 33.1, 'datetime': '2018-11-26 13:08:13.903406'}
{'lat': 26.377745, 'lng': 127.822436667, 'alt': 33.1, 'datetime': '2018-11-26 13:08:14.902975'}
{'lat': 26.377746667, 'lng': 127.822436667, 'alt': 33.0, 'datetime': '2018-11-26 13:08:15.903673'}
{'lat': 26.377748333, 'lng': 127.822435, 'alt': 33.0, 'datetime': '2018-11-26 13:08:17.374969'}
{'lat': 26.377751667, 'lng': 127.822433333, 'alt': 33.0, 'datetime': '2018-11-26 13:08:17.920631'}
{'lat': 26.377753333, 'lng': 127.822431667, 'alt': 33.0, 'datetime': '2018-11-26 13:08:18.902648'}
{'lat': 26.377756667, 'lng': 127.82243, 'alt': 33.0, 'datetime': '2018-11-26 13:08:19.903697'}
{'lat': 26.377758333, 'lng': 127.82243, 'alt': 32.9, 'datetime': '2018-11-26 13:08:20.903134'}
{'lat': 26.377761667, 'lng': 127.822428333, 'alt': 32.9, 'datetime': '2018-11-26 13:08:22.375870'}
{'lat': 26.377765, 'lng': 127.822426667, 'alt': 32.9, 'datetime': '2018-11-26 13:08:22.904107'}
{'lat': 26.377766667, 'lng': 127.822426667, 'alt': 32.9, 'datetime': '2018-11-26 13:08:23.903686'}
{'lat': 26.37777, 'lng': 127.822425, 'alt': 32.9, 'datetime': '2018-11-26 13:08:24.919309'}
{'lat': 26.377771667, 'lng': 127.822423333, 'alt': 32.8, 'datetime': '2018-11-26 13:08:25.907594'}
{'lat': 26.377775, 'lng': 127.822423333, 'alt': 32.8, 'datetime': '2018-11-26 13:08:27.380658'}
{'lat': 26.377778333, 'lng': 127.822421667, 'alt': 32.8, 'datetime': '2018-11-26 13:08:27.922721'}
{'lat': 26.37778, 'lng': 127.82242, 'alt': 32.8, 'datetime': '2018-11-26 13:08:28.922072'}
{'lat': 26.377783333, 'lng': 127.82242, 'alt': 32.9, 'datetime': '2018-11-26 13:08:29.895135'}
{'lat': 26.377786667, 'lng': 127.822418333, 'alt': 33.0, 'datetime': '2018-11-26 13:08:30.894129'}
{'lat': 26.377788333, 'lng': 127.822416667, 'alt': 33.0, 'datetime': '2018-11-26 13:08:32.379956'}
{'lat': 26.37779, 'lng': 127.822415, 'alt': 32.9, 'datetime': '2018-11-26 13:08:32.901819'}
{'lat': 26.377791667, 'lng': 127.822413333, 'alt': 33.0, 'datetime': '2018-11-26 13:08:33.887115'}
{'lat': 26.377793333, 'lng': 127.822411667, 'alt': 33.0, 'datetime': '2018-11-26 13:08:34.903197'}
{'lat': 26.377793333, 'lng': 127.822408333, 'alt': 32.8, 'datetime': '2018-11-26 13:08:35.901368'}
{'lat': 26.377791667, 'lng': 127.822401667, 'alt': 32.6, 'datetime': '2018-11-26 13:08:37.379472'}
{'lat': 26.377791667, 'lng': 127.822396667, 'alt': 32.6, 'datetime': '2018-11-26 13:08:37.905174'}
{'lat': 26.377793333, 'lng': 127.822391667, 'alt': 32.6, 'datetime': '2018-11-26 13:08:38.903196'}
{'lat': 26.377795, 'lng': 127.82239, 'alt': 32.6, 'datetime': '2018-11-26 13:08:39.904216'}
{'lat': 26.377796667, 'lng': 127.82239, 'alt': 32.6, 'datetime': '2018-11-26 13:08:40.903466'}
{'lat': 26.377798333, 'lng': 127.822388333, 'alt': 32.7, 'datetime': '2018-11-26 13:08:42.378748'}
{'lat': 26.3778, 'lng': 127.822388333, 'alt': 32.7, 'datetime': '2018-11-26 13:08:42.897101'}
{'lat': 26.377801667, 'lng': 127.822386667, 'alt': 32.8, 'datetime': '2018-11-26 13:08:43.898324'}
{'lat': 26.377801667, 'lng': 127.822385, 'alt': 32.9, 'datetime': '2018-11-26 13:08:44.895129'}
{'lat': 26.377801667, 'lng': 127.822383333, 'alt': 32.7, 'datetime': '2018-11-26 13:08:45.895916'}
{'lat': 26.377803333, 'lng': 127.822383333, 'alt': 32.6, 'datetime': '2018-11-26 13:08:47.370941'}
{'lat': 26.377803333, 'lng': 127.822383333, 'alt': 32.5, 'datetime': '2018-11-26 13:08:47.893877'}
{'lat': 26.377803333, 'lng': 127.822381667, 'alt': 32.4, 'datetime': '2018-11-26 13:08:48.897100'}
