{'lipoC2': 7.9, 'temp': 24.38, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-12 13:37:12.548649', 'mgs': 0, 'depth': 1.767, 'time': 1.26, 'pitch': -0.14, 'roll': -3.96}
{'lipoC2': 7.9, 'temp': 24.38, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.17, 'datetime': '2018-10-12 13:37:12.565268', 'mgs': 0, 'depth': 1.691, 'time': 1.36, 'pitch': -0.54, 'roll': -4.14}
{'lipoC2': 7.9, 'temp': 24.38, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.24, 'datetime': '2018-10-12 13:37:12.581919', 'mgs': 0, 'depth': 1.767, 'time': 1.45, 'pitch': -1.21, 'roll': -3.99}
{'lipoC2': 7.9, 'temp': 24.44, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.33, 'datetime': '2018-10-12 13:37:12.598493', 'mgs': 0, 'depth': 1.767, 'time': 1.55, 'pitch': -2.0, 'roll': -3.68}
{'lipoC2': 7.9, 'temp': 24.44, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.39, 'datetime': '2018-10-12 13:37:12.617551', 'mgs': 0, 'depth': 1.767, 'time': 1.65, 'pitch': -2.75, 'roll': -3.5}
{'lipoC2': 7.9, 'temp': 24.38, 'lipoC3S3': 11.92, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.56, 'datetime': '2018-10-12 13:37:12.635335', 'mgs': 0, 'depth': 1.767, 'time': 1.75, 'pitch': -3.46, 'roll': -3.82}
{'lipoC2': 7.9, 'temp': 24.38, 'lipoC3S3': 11.92, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.87, 'datetime': '2018-10-12 13:37:12.652426', 'mgs': 0, 'depth': 1.767, 'time': 1.84, 'pitch': -3.91, 'roll': -4.19}
{'lipoC2': 7.9, 'temp': 24.44, 'lipoC3S3': 11.92, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.15, 'datetime': '2018-10-12 13:37:12.659690', 'mgs': 0, 'depth': 1.767, 'time': 1.94, 'pitch': -4.27, 'roll': -4.47}
{'lipoC2': 7.9, 'temp': 24.44, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.39, 'datetime': '2018-10-12 13:37:12.666980', 'mgs': 0, 'depth': 1.767, 'time': 2.04, 'pitch': -4.45, 'roll': -4.51}
{'lipoC2': 7.9, 'temp': 24.44, 'lipoC3S3': 11.93, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.53, 'datetime': '2018-10-12 13:37:12.674562', 'mgs': 0, 'depth': 1.843, 'time': 2.14, 'pitch': -4.49, 'roll': -4.42}
{'lipoC2': 7.9, 'temp': 24.44, 'lipoC3S3': 11.92, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.61, 'datetime': '2018-10-12 13:37:12.718493', 'mgs': 0, 'depth': 1.92, 'time': 2.23, 'pitch': -4.43, 'roll': -4.46}
