{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-12 14:10:58.130875', 'mgs': 0, 'depth': 1.691, 'time': 1.26, 'pitch': -1.59, 'roll': -22.53}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.09, 'datetime': '2018-10-12 14:10:58.147502', 'mgs': 0, 'depth': 1.614, 'time': 1.36, 'pitch': -1.4, 'roll': -22.83}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.06, 'datetime': '2018-10-12 14:10:58.164129', 'mgs': 0, 'depth': 1.614, 'time': 1.45, 'pitch': -1.23, 'roll': -23.0}
{'lipoC2': 7.76, 'temp': 23.56, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.08, 'datetime': '2018-10-12 14:10:58.180783', 'mgs': 0, 'depth': 1.614, 'time': 1.55, 'pitch': -1.12, 'roll': -22.92}
{'lipoC2': 7.76, 'temp': 23.56, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.31, 'datetime': '2018-10-12 14:10:58.197382', 'mgs': 0, 'depth': 1.614, 'time': 1.65, 'pitch': -1.15, 'roll': -22.51}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.55, 'datetime': '2018-10-12 14:10:58.214100', 'mgs': 0, 'depth': 1.691, 'time': 1.75, 'pitch': -1.29, 'roll': -22.02}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.86, 'datetime': '2018-10-12 14:10:58.230927', 'mgs': 0, 'depth': 1.614, 'time': 1.84, 'pitch': -1.48, 'roll': -21.6}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.22, 'datetime': '2018-10-12 14:10:58.238757', 'mgs': 0, 'depth': 1.538, 'time': 1.94, 'pitch': -1.64, 'roll': -21.35}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.63, 'datetime': '2018-10-12 14:10:58.246018', 'mgs': 0, 'depth': 1.614, 'time': 2.04, 'pitch': -1.76, 'roll': -21.23}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.05, 'datetime': '2018-10-12 14:10:58.253254', 'mgs': 0, 'depth': 1.614, 'time': 2.14, 'pitch': -1.89, 'roll': -21.11}
{'lipoC2': 7.76, 'temp': 23.5, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.41, 'datetime': '2018-10-12 14:10:58.260519', 'mgs': 0, 'depth': 1.538, 'time': 2.23, 'pitch': -2.0, 'roll': -20.99}
