{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.83, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-12 14:02:07.442958', 'mgs': 0, 'depth': 2.148, 'time': 1.26, 'pitch': -0.29, 'roll': -9.1}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.83, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.29, 'datetime': '2018-10-12 14:02:08.153312', 'mgs': 0, 'depth': 2.148, 'time': 2.33, 'pitch': 1.34, 'roll': -9.8}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.81, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.3, 'datetime': '2018-10-12 14:02:08.250372', 'mgs': 0, 'depth': 2.148, 'time': 2.43, 'pitch': 1.33, 'roll': -9.8}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.81, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.32, 'datetime': '2018-10-12 14:02:08.355083', 'mgs': 0, 'depth': 2.148, 'time': 2.53, 'pitch': 1.18, 'roll': -9.8}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.83, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.31, 'datetime': '2018-10-12 14:02:08.452383', 'mgs': 0, 'depth': 2.148, 'time': 2.63, 'pitch': 0.97, 'roll': -9.8}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.81, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.27, 'datetime': '2018-10-12 14:02:08.549068', 'mgs': 1, 'depth': 2.148, 'time': 2.72, 'pitch': 0.69, 'roll': -9.82}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.81, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.03, 'datetime': '2018-10-12 14:02:10.069553', 'mgs': 0, 'depth': 2.072, 'time': 1.26, 'pitch': -0.47, 'roll': -9.13}
{'lipoC2': 7.78, 'temp': 23.63, 'lipoC3S3': 11.81, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.35, 'datetime': '2018-10-12 14:02:10.092757', 'mgs': 0, 'depth': 2.072, 'time': 1.36, 'pitch': -0.21, 'roll': -9.27}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.81, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.77, 'datetime': '2018-10-12 14:02:10.118985', 'mgs': 0, 'depth': 2.072, 'time': 1.46, 'pitch': -0.0, 'roll': -9.35}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 1, 'state': 'normal', 'yaw': -1.11, 'datetime': '2018-10-12 14:02:10.194821', 'mgs': 0, 'depth': 2.454, 'time': 1.55, 'pitch': 0.24, 'roll': -9.38}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 1, 'state': 'normal', 'yaw': -1.36, 'datetime': '2018-10-12 14:02:10.292516', 'mgs': 0, 'depth': 2.377, 'time': 1.65, 'pitch': 0.52, 'roll': -9.61}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.79, 'rot1': 0, 'rot0': 0, 'rot3': 1, 'rot2': 2, 'state': 'normal', 'yaw': -1.7, 'datetime': '2018-10-12 14:02:10.389131', 'mgs': 0, 'depth': 2.377, 'time': 1.75, 'pitch': 0.68, 'roll': -9.97}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 1, 'rot2': 2, 'state': 'normal', 'yaw': -2.03, 'datetime': '2018-10-12 14:02:10.485871', 'mgs': 0, 'depth': 2.301, 'time': 1.84, 'pitch': 0.68, 'roll': -10.32}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 2, 'rot2': 3, 'state': 'normal', 'yaw': -2.15, 'datetime': '2018-10-12 14:02:10.582463', 'mgs': 0, 'depth': 2.225, 'time': 1.94, 'pitch': 0.74, 'roll': -10.49}
{'lipoC2': 7.8, 'temp': 23.69, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 2, 'rot2': 4, 'state': 'normal', 'yaw': -2.12, 'datetime': '2018-10-12 14:02:10.679209', 'mgs': 0, 'depth': 2.072, 'time': 2.04, 'pitch': 0.91, 'roll': -10.42}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.73, 'rot1': 0, 'rot0': 0, 'rot3': 3, 'rot2': 4, 'state': 'normal', 'yaw': -2.06, 'datetime': '2018-10-12 14:02:10.775821', 'mgs': 0, 'depth': 2.148, 'time': 2.13, 'pitch': 1.2, 'roll': -10.12}
{'lipoC2': 7.79, 'temp': 23.56, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 3, 'rot2': 5, 'state': 'normal', 'yaw': -2.08, 'datetime': '2018-10-12 14:02:10.875583', 'mgs': 0, 'depth': 2.225, 'time': 2.23, 'pitch': 1.45, 'roll': -9.84}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -2.09, 'datetime': '2018-10-12 14:02:10.972017', 'mgs': 0, 'depth': 2.301, 'time': 2.33, 'pitch': 1.68, 'roll': -9.66}
{'lipoC2': 7.79, 'temp': 23.56, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 4, 'rot2': 6, 'state': 'normal', 'yaw': -2.06, 'datetime': '2018-10-12 14:02:11.068687', 'mgs': 0, 'depth': 2.606, 'time': 2.42, 'pitch': 1.87, 'roll': -9.63}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 5, 'rot2': 6, 'state': 'normal', 'yaw': -2.08, 'datetime': '2018-10-12 14:02:11.166601', 'mgs': 0, 'depth': 2.301, 'time': 2.52, 'pitch': 1.91, 'roll': -9.64}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 5, 'rot2': 7, 'state': 'normal', 'yaw': -2.06, 'datetime': '2018-10-12 14:02:11.264143', 'mgs': 0, 'depth': 2.53, 'time': 2.62, 'pitch': 1.84, 'roll': -9.59}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 6, 'rot2': 8, 'state': 'normal', 'yaw': -2.03, 'datetime': '2018-10-12 14:02:11.360830', 'mgs': 0, 'depth': 2.682, 'time': 2.71, 'pitch': 1.67, 'roll': -9.63}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.75, 'rot1': 0, 'rot0': 0, 'rot3': 6, 'rot2': 8, 'state': 'normal', 'yaw': -2.01, 'datetime': '2018-10-12 14:02:11.458173', 'mgs': 0, 'depth': 2.454, 'time': 2.81, 'pitch': 1.51, 'roll': -9.83}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 7, 'rot2': 9, 'state': 'normal', 'yaw': -1.99, 'datetime': '2018-10-12 14:02:11.556134', 'mgs': 0, 'depth': 2.606, 'time': 2.91, 'pitch': 1.41, 'roll': -10.09}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 7, 'rot2': 9, 'state': 'normal', 'yaw': -1.93, 'datetime': '2018-10-12 14:02:11.652846', 'mgs': 0, 'depth': 2.682, 'time': 3.01, 'pitch': 1.42, 'roll': -10.26}
{'lipoC2': 7.79, 'temp': 23.69, 'lipoC3S3': 11.72, 'rot1': 0, 'rot0': 0, 'rot3': 8, 'rot2': 10, 'state': 'normal', 'yaw': -1.83, 'datetime': '2018-10-12 14:02:11.749613', 'mgs': 0, 'depth': 2.606, 'time': 3.1, 'pitch': 1.48, 'roll': -10.47}
{'lipoC2': 7.79, 'temp': 23.75, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 8, 'rot2': 10, 'state': 'normal', 'yaw': -1.76, 'datetime': '2018-10-12 14:02:11.848281', 'mgs': 0, 'depth': 2.835, 'time': 3.2, 'pitch': 1.48, 'roll': -10.74}
{'lipoC2': 7.79, 'temp': 23.75, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 9, 'rot2': 11, 'state': 'normal', 'yaw': -1.78, 'datetime': '2018-10-12 14:02:11.944478', 'mgs': 0, 'depth': 2.835, 'time': 3.3, 'pitch': 1.32, 'roll': -11.12}
{'lipoC2': 7.79, 'temp': 23.63, 'lipoC3S3': 11.77, 'rot1': 0, 'rot0': 0, 'rot3': 9, 'rot2': 11, 'state': 'normal', 'yaw': -1.9, 'datetime': '2018-10-12 14:02:12.041387', 'mgs': 0, 'depth': 2.988, 'time': 3.4, 'pitch': 1.04, 'roll': -11.51}
