{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.06, 'datetime': '2018-10-12 13:33:07.654850', 'mgs': 0, 'depth': 2.072, 'time': 1.26, 'pitch': -4.26, 'roll': -5.25}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.86, 'datetime': '2018-10-12 13:33:08.356385', 'mgs': 0, 'depth': 2.072, 'time': 2.33, 'pitch': -3.4, 'roll': -5.76}
{'lipoC2': 7.91, 'temp': 24.69, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.68, 'datetime': '2018-10-12 13:33:08.456988', 'mgs': 0, 'depth': 1.996, 'time': 2.43, 'pitch': -2.56, 'roll': -5.54}
{'lipoC2': 7.92, 'temp': 24.69, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.36, 'datetime': '2018-10-12 13:33:08.555714', 'mgs': 0, 'depth': 1.996, 'time': 2.53, 'pitch': -1.81, 'roll': -5.28}
{'lipoC2': 7.91, 'temp': 24.69, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.09, 'datetime': '2018-10-12 13:33:08.652809', 'mgs': 0, 'depth': 1.92, 'time': 2.62, 'pitch': -1.27, 'roll': -4.74}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.06, 'datetime': '2018-10-12 13:33:08.751098', 'mgs': 0, 'depth': 1.92, 'time': 2.72, 'pitch': -1.03, 'roll': -4.54}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.07, 'datetime': '2018-10-12 13:33:08.849333', 'mgs': 0, 'depth': 1.92, 'time': 2.82, 'pitch': -1.04, 'roll': -4.45}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.05, 'datetime': '2018-10-12 13:33:08.946369', 'mgs': 0, 'depth': 1.92, 'time': 2.91, 'pitch': -1.26, 'roll': -4.24}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.03, 'datetime': '2018-10-12 13:33:09.043602', 'mgs': 0, 'depth': 1.843, 'time': 3.01, 'pitch': -1.58, 'roll': -4.02}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.22, 'datetime': '2018-10-12 13:33:09.141805', 'mgs': 0, 'depth': 1.843, 'time': 3.11, 'pitch': -1.85, 'roll': -3.7}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.52, 'datetime': '2018-10-12 13:33:09.240020', 'mgs': 0, 'depth': 1.843, 'time': 3.21, 'pitch': -2.05, 'roll': -3.23}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.9, 'datetime': '2018-10-12 13:33:09.336980', 'mgs': 0, 'depth': 1.843, 'time': 3.31, 'pitch': -2.14, 'roll': -2.71}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.25, 'datetime': '2018-10-12 13:33:09.433927', 'mgs': 0, 'depth': 1.843, 'time': 3.4, 'pitch': -2.19, 'roll': -2.28}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.48, 'datetime': '2018-10-12 13:33:09.532128', 'mgs': 0, 'depth': 1.767, 'time': 3.5, 'pitch': -2.23, 'roll': -1.99}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.56, 'datetime': '2018-10-12 13:33:09.630056', 'mgs': 0, 'depth': 1.767, 'time': 3.6, 'pitch': -2.31, 'roll': -1.82}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.53, 'datetime': '2018-10-12 13:33:09.727129', 'mgs': 0, 'depth': 1.691, 'time': 3.7, 'pitch': -2.42, 'roll': -1.78}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.4, 'datetime': '2018-10-12 13:33:09.824099', 'mgs': 0, 'depth': 1.691, 'time': 3.79, 'pitch': -2.52, 'roll': -1.75}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.24, 'datetime': '2018-10-12 13:33:09.921224', 'mgs': 0, 'depth': 1.767, 'time': 3.89, 'pitch': -2.54, 'roll': -1.64}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.14, 'datetime': '2018-10-12 13:33:10.017376', 'mgs': 0, 'depth': 1.767, 'time': 3.99, 'pitch': -2.47, 'roll': -1.54}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.15, 'datetime': '2018-10-12 13:33:10.110358', 'mgs': 0, 'depth': 1.767, 'time': 4.09, 'pitch': -2.29, 'roll': -1.51}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.24, 'datetime': '2018-10-12 13:33:10.207306', 'mgs': 0, 'depth': 1.767, 'time': 4.18, 'pitch': -2.09, 'roll': -1.45}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.36, 'datetime': '2018-10-12 13:33:10.304333', 'mgs': 0, 'depth': 1.691, 'time': 4.28, 'pitch': -1.91, 'roll': -1.28}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.38, 'datetime': '2018-10-12 13:33:10.401359', 'mgs': 0, 'depth': 1.767, 'time': 4.38, 'pitch': -1.83, 'roll': -1.17}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.38, 'datetime': '2018-10-12 13:33:10.499607', 'mgs': 0, 'depth': 1.843, 'time': 4.47, 'pitch': -1.84, 'roll': -1.08}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.38, 'datetime': '2018-10-12 13:33:10.597940', 'mgs': 0, 'depth': 1.767, 'time': 4.57, 'pitch': -1.91, 'roll': -1.09}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.39, 'datetime': '2018-10-12 13:33:10.694917', 'mgs': 0, 'depth': 1.767, 'time': 4.67, 'pitch': -2.06, 'roll': -1.23}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.47, 'datetime': '2018-10-12 13:33:10.791922', 'mgs': 0, 'depth': 1.843, 'time': 4.77, 'pitch': -2.26, 'roll': -1.41}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.57, 'datetime': '2018-10-12 13:33:10.890017', 'mgs': 0, 'depth': 1.767, 'time': 4.87, 'pitch': -2.45, 'roll': -1.58}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.72, 'datetime': '2018-10-12 13:33:10.988333', 'mgs': 0, 'depth': 1.843, 'time': 4.96, 'pitch': -2.6, 'roll': -1.76}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.88, 'datetime': '2018-10-12 13:33:11.085327', 'mgs': 0, 'depth': 1.843, 'time': 5.06, 'pitch': -2.7, 'roll': -2.0}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.0, 'datetime': '2018-10-12 13:33:11.182320', 'mgs': 0, 'depth': 1.843, 'time': 5.16, 'pitch': -2.74, 'roll': -2.2}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.11, 'datetime': '2018-10-12 13:33:11.280414', 'mgs': 0, 'depth': 1.843, 'time': 5.26, 'pitch': -2.71, 'roll': -2.35}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.23, 'datetime': '2018-10-12 13:33:11.377394', 'mgs': 0, 'depth': 1.92, 'time': 5.35, 'pitch': -2.66, 'roll': -2.47}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.32, 'datetime': '2018-10-12 13:33:11.474404', 'mgs': 0, 'depth': 1.843, 'time': 5.45, 'pitch': -2.61, 'roll': -2.49}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.36, 'datetime': '2018-10-12 13:33:11.571944', 'mgs': 0, 'depth': 1.843, 'time': 5.55, 'pitch': -2.55, 'roll': -2.42}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.35, 'datetime': '2018-10-12 13:33:11.670222', 'mgs': 0, 'depth': 1.843, 'time': 5.65, 'pitch': -2.5, 'roll': -2.34}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.35, 'datetime': '2018-10-12 13:33:11.767241', 'mgs': 0, 'depth': 1.843, 'time': 5.74, 'pitch': -2.45, 'roll': -2.28}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.41, 'datetime': '2018-10-12 13:33:11.864322', 'mgs': 0, 'depth': 1.843, 'time': 5.84, 'pitch': -2.4, 'roll': -2.3}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.48, 'datetime': '2018-10-12 13:33:11.962088', 'mgs': 0, 'depth': 1.843, 'time': 5.94, 'pitch': -2.36, 'roll': -2.32}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.57, 'datetime': '2018-10-12 13:33:12.059096', 'mgs': 0, 'depth': 1.843, 'time': 6.04, 'pitch': -2.3, 'roll': -2.32}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.66, 'datetime': '2018-10-12 13:33:12.156116', 'mgs': 0, 'depth': 1.843, 'time': 6.13, 'pitch': -2.26, 'roll': -2.36}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.75, 'datetime': '2018-10-12 13:33:12.253515', 'mgs': 0, 'depth': 1.92, 'time': 6.23, 'pitch': -2.16, 'roll': -2.42}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.81, 'datetime': '2018-10-12 13:33:12.351806', 'mgs': 0, 'depth': 1.843, 'time': 6.33, 'pitch': -2.13, 'roll': -2.42}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.85, 'datetime': '2018-10-12 13:33:12.449650', 'mgs': 0, 'depth': 1.843, 'time': 6.43, 'pitch': -2.12, 'roll': -2.43}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 2.98, 'datetime': '2018-10-12 13:33:12.546684', 'mgs': 0, 'depth': 1.843, 'time': 6.52, 'pitch': -2.23, 'roll': -2.63}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.23, 'datetime': '2018-10-12 13:33:12.643920', 'mgs': 0, 'depth': 1.843, 'time': 6.62, 'pitch': -2.52, 'roll': -2.83}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.53, 'datetime': '2018-10-12 13:33:12.742263', 'mgs': 0, 'depth': 1.843, 'time': 6.72, 'pitch': -2.89, 'roll': -3.1}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.82, 'datetime': '2018-10-12 13:33:12.839266', 'mgs': 0, 'depth': 1.843, 'time': 6.82, 'pitch': -3.3, 'roll': -3.5}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.03, 'datetime': '2018-10-12 13:33:12.936289', 'mgs': 0, 'depth': 1.92, 'time': 6.91, 'pitch': -3.48, 'roll': -3.98}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.2, 'datetime': '2018-10-12 13:33:13.034148', 'mgs': 0, 'depth': 1.92, 'time': 7.01, 'pitch': -3.4, 'roll': -4.16}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.31, 'datetime': '2018-10-12 13:33:13.131168', 'mgs': 0, 'depth': 1.92, 'time': 7.11, 'pitch': -3.15, 'roll': -3.97}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.33, 'datetime': '2018-10-12 13:33:13.228155', 'mgs': 0, 'depth': 1.92, 'time': 7.21, 'pitch': -2.78, 'roll': -3.72}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.3, 'datetime': '2018-10-12 13:33:13.325194', 'mgs': 0, 'depth': 1.92, 'time': 7.3, 'pitch': -2.38, 'roll': -3.66}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.21, 'datetime': '2018-10-12 13:33:13.422220', 'mgs': 0, 'depth': 1.92, 'time': 7.4, 'pitch': -2.06, 'roll': -3.72}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.05, 'datetime': '2018-10-12 13:33:13.519198', 'mgs': 0, 'depth': 1.92, 'time': 7.5, 'pitch': -1.76, 'roll': -3.87}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.92, 'datetime': '2018-10-12 13:33:13.616246', 'mgs': 0, 'depth': 1.996, 'time': 7.59, 'pitch': -1.49, 'roll': -4.03}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.91, 'datetime': '2018-10-12 13:33:13.713208', 'mgs': 0, 'depth': 1.92, 'time': 7.69, 'pitch': -1.26, 'roll': -4.02}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 3.93, 'datetime': '2018-10-12 13:33:13.810214', 'mgs': 0, 'depth': 1.843, 'time': 7.79, 'pitch': -1.11, 'roll': -3.99}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.07, 'datetime': '2018-10-12 13:33:13.907241', 'mgs': 0, 'depth': 1.843, 'time': 7.89, 'pitch': -1.08, 'roll': -3.9}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.25, 'datetime': '2018-10-12 13:33:14.005785', 'mgs': 0, 'depth': 1.843, 'time': 7.99, 'pitch': -1.18, 'roll': -3.73}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.49, 'datetime': '2018-10-12 13:33:14.104071', 'mgs': 0, 'depth': 1.92, 'time': 8.08, 'pitch': -1.38, 'roll': -3.57}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 4.75, 'datetime': '2018-10-12 13:33:14.201065', 'mgs': 0, 'depth': 1.843, 'time': 8.18, 'pitch': -1.65, 'roll': -3.39}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.01, 'datetime': '2018-10-12 13:33:14.298041', 'mgs': 0, 'depth': 1.843, 'time': 8.28, 'pitch': -1.94, 'roll': -3.1}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.2, 'datetime': '2018-10-12 13:33:14.396309', 'mgs': 0, 'depth': 1.843, 'time': 8.38, 'pitch': -2.24, 'roll': -2.93}
{'lipoC2': 7.91, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.43, 'datetime': '2018-10-12 13:33:14.494639', 'mgs': 0, 'depth': 1.767, 'time': 8.47, 'pitch': -2.55, 'roll': -2.79}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.97, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.69, 'datetime': '2018-10-12 13:33:14.591656', 'mgs': 0, 'depth': 1.767, 'time': 8.57, 'pitch': -2.81, 'roll': -2.73}
{'lipoC2': 7.92, 'temp': 24.75, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 5.97, 'datetime': '2018-10-12 13:33:14.688641', 'mgs': 0, 'depth': 1.767, 'time': 8.67, 'pitch': -2.98, 'roll': -2.68}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.12, 'datetime': '2018-10-12 13:33:14.786554', 'mgs': 0, 'depth': 1.843, 'time': 8.77, 'pitch': -3.1, 'roll': -2.65}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.22, 'datetime': '2018-10-12 13:33:14.884614', 'mgs': 0, 'depth': 1.767, 'time': 8.86, 'pitch': -3.16, 'roll': -2.62}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 6.31, 'datetime': '2018-10-12 13:33:14.981564', 'mgs': 1, 'depth': 1.767, 'time': 8.96, 'pitch': -3.1, 'roll': -2.62}
{'lipoC2': 7.91, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-12 13:33:16.501162', 'mgs': 0, 'depth': 1.843, 'time': 1.26, 'pitch': -2.93, 'roll': -3.93}
{'lipoC2': 7.92, 'temp': 24.81, 'lipoC3S3': 11.98, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.01, 'datetime': '2018-10-12 13:33:16.530621', 'mgs': 0, 'depth': 1.843, 'time': 1.36, 'pitch': -2.87, 'roll': -4.15}
