{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-12 14:07:40.941119', 'mgs': 0, 'depth': 2.225, 'time': 1.26, 'pitch': -0.3, 'roll': -6.85}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.75, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.58, 'datetime': '2018-10-12 14:07:43.694014', 'mgs': 0, 'depth': 2.148, 'time': 4.28, 'pitch': -0.29, 'roll': -10.85}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.84, 'datetime': '2018-10-12 14:07:43.790965', 'mgs': 0, 'depth': 2.225, 'time': 4.38, 'pitch': -0.23, 'roll': -10.57}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.05, 'datetime': '2018-10-12 14:07:43.887961', 'mgs': 0, 'depth': 2.225, 'time': 4.47, 'pitch': -0.36, 'roll': -10.43}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.75, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.29, 'datetime': '2018-10-12 14:07:43.985081', 'mgs': 1, 'depth': 2.225, 'time': 4.57, 'pitch': -0.64, 'roll': -10.22}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.75, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.0, 'datetime': '2018-10-12 14:07:45.504928', 'mgs': 0, 'depth': 1.996, 'time': 1.26, 'pitch': 2.12, 'roll': -7.2}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.76, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.14, 'datetime': '2018-10-12 14:07:45.535880', 'mgs': 0, 'depth': 1.996, 'time': 1.36, 'pitch': 2.23, 'roll': -6.78}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.75, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.33, 'datetime': '2018-10-12 14:07:45.552491', 'mgs': 0, 'depth': 1.996, 'time': 1.45, 'pitch': 2.03, 'roll': -6.44}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.75, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.54, 'datetime': '2018-10-12 14:07:45.638246', 'mgs': 0, 'depth': 1.92, 'time': 1.55, 'pitch': 1.54, 'roll': -6.07}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.76, 'datetime': '2018-10-12 14:07:45.734949', 'mgs': 0, 'depth': 1.843, 'time': 1.65, 'pitch': 0.88, 'roll': -5.78}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.68, 'rot1': 1, 'rot0': 1, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.92, 'datetime': '2018-10-12 14:07:45.832046', 'mgs': 0, 'depth': 2.377, 'time': 1.74, 'pitch': 0.27, 'roll': -5.05}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.61, 'rot1': 2, 'rot0': 2, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.11, 'datetime': '2018-10-12 14:07:45.924258', 'mgs': 0, 'depth': 2.072, 'time': 1.84, 'pitch': -0.29, 'roll': -3.95}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.65, 'rot1': 3, 'rot0': 3, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.28, 'datetime': '2018-10-12 14:07:46.020983', 'mgs': 0, 'depth': 2.148, 'time': 1.94, 'pitch': -0.74, 'roll': -2.88}
{'lipoC2': 7.77, 'temp': 23.5, 'lipoC3S3': 11.63, 'rot1': 4, 'rot0': 5, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.27, 'datetime': '2018-10-12 14:07:46.117837', 'mgs': 0, 'depth': 2.072, 'time': 2.04, 'pitch': -1.11, 'roll': -1.99}
{'lipoC2': 7.77, 'temp': 23.5, 'lipoC3S3': 11.67, 'rot1': 5, 'rot0': 6, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.27, 'datetime': '2018-10-12 14:07:46.214485', 'mgs': 0, 'depth': 2.148, 'time': 2.13, 'pitch': -1.29, 'roll': -1.81}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 5, 'rot0': 7, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.12, 'datetime': '2018-10-12 14:07:46.311227', 'mgs': 0, 'depth': 2.072, 'time': 2.23, 'pitch': -1.33, 'roll': -2.3}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 6, 'rot0': 8, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.76, 'datetime': '2018-10-12 14:07:46.407960', 'mgs': 0, 'depth': 2.072, 'time': 2.33, 'pitch': -1.35, 'roll': -2.71}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 7, 'rot0': 9, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.11, 'datetime': '2018-10-12 14:07:46.504620', 'mgs': 0, 'depth': 2.148, 'time': 2.42, 'pitch': -1.38, 'roll': -2.64}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.68, 'rot1': 8, 'rot0': 10, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.74, 'datetime': '2018-10-12 14:07:46.601472', 'mgs': 0, 'depth': 2.911, 'time': 2.52, 'pitch': -1.37, 'roll': -2.27}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 9, 'rot0': 11, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -1.47, 'datetime': '2018-10-12 14:07:46.699345', 'mgs': 0, 'depth': 2.148, 'time': 2.62, 'pitch': -1.26, 'roll': -1.7}
{'lipoC2': 7.77, 'temp': 23.5, 'lipoC3S3': 11.65, 'rot1': 10, 'rot0': 12, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -2.16, 'datetime': '2018-10-12 14:07:46.797731', 'mgs': 0, 'depth': 2.225, 'time': 2.71, 'pitch': -1.1, 'roll': -0.86}
{'lipoC2': 7.77, 'temp': 23.5, 'lipoC3S3': 11.68, 'rot1': 11, 'rot0': 13, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -2.73, 'datetime': '2018-10-12 14:07:46.894702', 'mgs': 0, 'depth': 2.225, 'time': 2.81, 'pitch': -0.94, 'roll': 0.08}
{'lipoC2': 7.77, 'temp': 23.63, 'lipoC3S3': 11.71, 'rot1': 12, 'rot0': 14, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -2.95, 'datetime': '2018-10-12 14:07:46.991686', 'mgs': 0, 'depth': 2.759, 'time': 2.91, 'pitch': -0.8, 'roll': 0.95}
{'lipoC2': 7.77, 'temp': 23.63, 'lipoC3S3': 11.68, 'rot1': 13, 'rot0': 15, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -2.85, 'datetime': '2018-10-12 14:07:47.089737', 'mgs': 0, 'depth': 2.301, 'time': 3.01, 'pitch': -0.69, 'roll': 1.65}
{'lipoC2': 7.78, 'temp': 23.63, 'lipoC3S3': 11.61, 'rot1': 14, 'rot0': 16, 'rot3': 0, 'rot2': 1, 'state': 'normal', 'yaw': -2.49, 'datetime': '2018-10-12 14:07:47.188019', 'mgs': 0, 'depth': 2.454, 'time': 3.11, 'pitch': -0.6, 'roll': 2.35}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.67, 'rot1': 16, 'rot0': 17, 'rot3': 1, 'rot2': 1, 'state': 'normal', 'yaw': -1.95, 'datetime': '2018-10-12 14:07:47.285026', 'mgs': 0, 'depth': 3.369, 'time': 3.2, 'pitch': -0.53, 'roll': 3.07}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.68, 'rot1': 17, 'rot0': 17, 'rot3': 1, 'rot2': 2, 'state': 'normal', 'yaw': -1.28, 'datetime': '2018-10-12 14:07:47.382111', 'mgs': 0, 'depth': 2.759, 'time': 3.3, 'pitch': -0.44, 'roll': 3.95}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.56, 'rot1': 18, 'rot0': 18, 'rot3': 1, 'rot2': 2, 'state': 'normal', 'yaw': -0.59, 'datetime': '2018-10-12 14:07:47.480300', 'mgs': 0, 'depth': 2.377, 'time': 3.4, 'pitch': -0.43, 'roll': 4.85}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.6, 'rot1': 19, 'rot0': 19, 'rot3': 2, 'rot2': 3, 'state': 'normal', 'yaw': 0.23, 'datetime': '2018-10-12 14:07:47.577298', 'mgs': 0, 'depth': 2.988, 'time': 3.49, 'pitch': -0.5, 'roll': 5.75}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.67, 'rot1': 20, 'rot0': 20, 'rot3': 2, 'rot2': 3, 'state': 'normal', 'yaw': 1.08, 'datetime': '2018-10-12 14:07:47.674291', 'mgs': 0, 'depth': 2.301, 'time': 3.59, 'pitch': -0.57, 'roll': 6.36}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.58, 'rot1': 21, 'rot0': 21, 'rot3': 3, 'rot2': 4, 'state': 'normal', 'yaw': 2.02, 'datetime': '2018-10-12 14:07:47.775092', 'mgs': 0, 'depth': 2.454, 'time': 3.69, 'pitch': -0.62, 'roll': 6.62}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.61, 'rot1': 22, 'rot0': 22, 'rot3': 3, 'rot2': 4, 'state': 'normal', 'yaw': 2.53, 'datetime': '2018-10-12 14:07:47.868596', 'mgs': 0, 'depth': 2.377, 'time': 3.79, 'pitch': -0.63, 'roll': 6.57}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 22, 'rot0': 23, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': 2.61, 'datetime': '2018-10-12 14:07:47.965559', 'mgs': 0, 'depth': 3.064, 'time': 3.88, 'pitch': -0.57, 'roll': 6.34}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 23, 'rot0': 24, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': 2.34, 'datetime': '2018-10-12 14:07:48.062578', 'mgs': 0, 'depth': 2.301, 'time': 3.98, 'pitch': -0.48, 'roll': 5.83}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 24, 'rot0': 25, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': 1.83, 'datetime': '2018-10-12 14:07:48.159537', 'mgs': 0, 'depth': 2.301, 'time': 4.08, 'pitch': -0.43, 'roll': 5.05}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.59, 'rot1': 25, 'rot0': 26, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': 1.02, 'datetime': '2018-10-12 14:07:48.256558', 'mgs': 0, 'depth': 2.301, 'time': 4.18, 'pitch': -0.38, 'roll': 3.93}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.68, 'rot1': 26, 'rot0': 28, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -0.02, 'datetime': '2018-10-12 14:07:48.353527', 'mgs': 0, 'depth': 2.377, 'time': 4.27, 'pitch': -0.45, 'roll': 2.86}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.58, 'rot1': 26, 'rot0': 29, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -1.05, 'datetime': '2018-10-12 14:07:48.452034', 'mgs': 0, 'depth': 2.301, 'time': 4.37, 'pitch': -0.56, 'roll': 2.12}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 27, 'rot0': 30, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -2.28, 'datetime': '2018-10-12 14:07:48.550396', 'mgs': 0, 'depth': 2.301, 'time': 4.47, 'pitch': -0.73, 'roll': 1.56}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 28, 'rot0': 31, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -3.54, 'datetime': '2018-10-12 14:07:48.647362', 'mgs': 0, 'depth': 2.301, 'time': 4.57, 'pitch': -0.89, 'roll': 1.07}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.61, 'rot1': 29, 'rot0': 31, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -4.36, 'datetime': '2018-10-12 14:07:48.744353', 'mgs': 0, 'depth': 2.301, 'time': 4.66, 'pitch': -1.0, 'roll': 0.63}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 30, 'rot0': 32, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -4.68, 'datetime': '2018-10-12 14:07:48.842759', 'mgs': 0, 'depth': 2.225, 'time': 4.76, 'pitch': -1.1, 'roll': 0.23}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.68, 'rot1': 31, 'rot0': 33, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -4.67, 'datetime': '2018-10-12 14:07:48.941069', 'mgs': 0, 'depth': 2.301, 'time': 4.86, 'pitch': -1.24, 'roll': -0.31}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 32, 'rot0': 34, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -4.37, 'datetime': '2018-10-12 14:07:49.038035', 'mgs': 0, 'depth': 2.301, 'time': 4.96, 'pitch': -1.34, 'roll': -0.79}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 33, 'rot0': 35, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -3.8, 'datetime': '2018-10-12 14:07:49.135069', 'mgs': 0, 'depth': 2.454, 'time': 5.05, 'pitch': -1.45, 'roll': -1.07}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.71, 'rot1': 34, 'rot0': 35, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -3.07, 'datetime': '2018-10-12 14:07:49.233335', 'mgs': 0, 'depth': 2.454, 'time': 5.15, 'pitch': -1.54, 'roll': -1.19}
{'lipoC2': 7.76, 'temp': 23.56, 'lipoC3S3': 11.68, 'rot1': 36, 'rot0': 36, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -2.07, 'datetime': '2018-10-12 14:07:49.330394', 'mgs': 0, 'depth': 2.988, 'time': 5.25, 'pitch': -1.59, 'roll': -1.13}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.67, 'rot1': 37, 'rot0': 37, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': -0.93, 'datetime': '2018-10-12 14:07:49.427292', 'mgs': 0, 'depth': 2.759, 'time': 5.35, 'pitch': -1.58, 'roll': -0.8}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.55, 'rot1': 38, 'rot0': 38, 'rot3': 4, 'rot2': 5, 'state': 'normal', 'yaw': 0.29, 'datetime': '2018-10-12 14:07:49.524528', 'mgs': 0, 'depth': 2.454, 'time': 5.45, 'pitch': -1.57, 'roll': -0.24}
{'lipoC2': 7.78, 'temp': 23.56, 'lipoC3S3': 11.59, 'rot1': 39, 'rot0': 39, 'rot3': 4, 'rot2': 6, 'state': 'normal', 'yaw': 1.21, 'datetime': '2018-10-12 14:07:49.621552', 'mgs': 0, 'depth': 2.53, 'time': 5.54, 'pitch': -1.59, 'roll': 0.47}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.67, 'rot1': 40, 'rot0': 40, 'rot3': 5, 'rot2': 6, 'state': 'normal', 'yaw': 2.0, 'datetime': '2018-10-12 14:07:49.718543', 'mgs': 0, 'depth': 3.293, 'time': 5.64, 'pitch': -1.64, 'roll': 1.42}
{'lipoC2': 7.77, 'temp': 23.56, 'lipoC3S3': 11.69, 'rot1': 41, 'rot0': 41, 'rot3': 5, 'rot2': 6, 'state': 'normal', 'yaw': 2.58, 'datetime': '2018-10-12 14:07:49.815544', 'mgs': 0, 'depth': 2.682, 'time': 5.74, 'pitch': -1.66, 'roll': 2.25}
